APN,RSO Year,Address,City,Zip,RSO Units,Prior Council District,Council District,Land Use Code,Unit Range
4329001124,2019,2170 CENTURY PARK E NO 1109,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001125,2019,2170 CENTURY PARK E NO 1108,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001126,2019,2170 CENTURY PARK E NO 1107,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001127,2019,2170 CENTURY PARK E NO 1101,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001128,2019,2170 CENTURY PARK E NO 1103,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001130,2019,2170 CENTURY PARK E 1106-S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001131,2019,2170 CENTURY PARK E NO 1104,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001132,2019,2170 CENTURY PARK E NO 1102,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001133,2019,2170 CENTURY PARK E NO 1210A,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001134,2019,2170 CENTURY PARK E NO 1211S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001135,2019,2170 CENTURY PARK E NO 1212,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001136,2019,2170 CENTURY PARK E NO 1209S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001137,2019,2170 CENTURY PARK E NO 1208,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001138,2019,2170 CENTURY PARK E NO 1207,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001139,2019,2170 CENTURY PARK E NO 1201S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001140,2019,2170 CENTURY PARK E NO 1203S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001141,2019,2170 CENTURY PARK E NO 1205,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001142,2019,2170 CENTURY PARK E NO 1206,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001143,2019,2170 CENTURY PARK E NO 1204S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001144,2019,2170 CENTURY PARK E 1202,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001145,2019,2170 CENTURY PARK E NO 1410S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001146,2019,2170 CENTURY PARK E NO 1411,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001147,2019,2170 CENTURY PARK E NO 1412,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001148,2019,2170 CENTURY PARK E NO 1409,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001149,2019,2170 CENTURY PARK E NO 1408,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001150,2019,2170 CENTURY PARK E NO 1407S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001151,2019,2170 CENTURY PARK E NO 1401S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001152,2019,2170 CENTURY PARK E NO 1403S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001153,2019,2170 CENTURY PARK E NO 1405,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001154,2019,2170 CENTURY PARK E NO 1406,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001155,2019,2170 CENTURY PARK E NO 1404S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001156,2019,2170 CENTURY PARK E NO 1402S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001157,2019,2170 CENTURY PARK E NO 1510S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001158,2019,2170 CENTURY PARK E NO 1511S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001159,2019,2170 CENTURY PARK E NO 1512,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001160,2019,2170 CENTURY PARK E NO 1509,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001161,2019,2170 CENTURY PARK E NO 1508,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001162,2019,2170 CENTURY PARK E NO 1507,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001163,2019,2170 CENTURY PARK E NO 1501S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001164,2019,2170 CENTURY PARK E NO 1503,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001165,2019,2170 CENTURY PARK E NO 1505,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001166,2019,2170 CENTURY PARK E NO 1506,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001167,2019,2170 CENTURY PARK E NO 1504,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001168,2019,2170 CENTURY PARK E NO 1502,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001169,2019,2170 CENTURY PARK E NO 1610S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001170,2019,2170 CENTURY PARK E NO 1610S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001171,2019,2170 CENTURY PARK E 1612-S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001172,2019,2170 CENTURY PARK E NO 1609,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001173,2019,2170 CENTURY PARK E NO 1608,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001174,2019,2170 CENTURY PARK E NO 1607,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001175,2019,2170 CENTURY PARK E NO 1601,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001176,2019,2170 CENTURY PARK E NO 1603,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001177,2019,2170 CENTURY PARK E NO 1605,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001178,2019,2170 CENTURY PARK E NO 1606,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001179,2019,2170 CENTURY PARK E NO 1604,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001180,2019,2170 CENTURY PARK E NO 1602,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001181,2019,2170 CENTURY PARK E NO 1710S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001182,2019,2170 CENTURY PARK E NO 1711S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001183,2019,2170 CENTURY PARK E NO 1712S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001184,2019,2170 CENTURY PARK E NO 1709S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001185,2019,2170 CENTURY PARK E NO 1708,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001186,2019,2170 CENTURY PARK E NO 1707,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001187,2019,2170 CENTURY PARK E NO 1701,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001188,2019,2170 CENTURY PARK E NO 1703S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001189,2019,2170 CENTURY PARK E NO 1705,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001190,2019,2170 CENTURY PARK E NO 1706,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001191,2019,2170 CENTURY PARK E NO 1704,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001192,2019,2170 CENTURY PARK E NO 1702D,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001193,2019,2170 CENTURY PARK E NO 1810S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001194,2019,2170 CENTURY PARK E NO 1811,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001195,2019,2170 CENTURY PARK E NO 1812S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001197,2019,2170 CENTURY PARK E NO 1808,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001198,2019,2170 CENTURY PARK E NO 1807,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001199,2019,2170 CENTURY PARK E NO 1801S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001200,2019,2170 CENTURY PARK E NO 1803,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001201,2019,2170 CENTURY PARK E NO 1805,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001202,2019,2170 CENTURY PARK E NO 1806,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001203,2019,2170 CENTURY PARK E NO 1804,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001204,2019,2170 CENTURY PARK E NO 1802,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001205,2019,2170 CENTURY PARK E NO 1910,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001206,2019,2170 CENTURY PARK E NO 1911,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001207,2019,2170 CENTURY PARK E NO 1912,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001208,2019,2170 CENTURY PARK E NO 1909,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001209,2019,2170 CENTURY PARK E NO 1908,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001210,2019,2170 CENTURY PARK E NO 1907,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001211,2019,2170 CENTURY PARK E NO 1901,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001212,2019,2170 CENTURY PARK E NO 1903,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001213,2019,2170 CENTURY PARK E NO 1905,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001214,2019,2170 CENTURY PARK E NO 1906,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001215,2019,2170 CENTURY PARK E NO 1904,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001216,2019,2170 CENTURY PARK E NO 1902,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001217,2019,2170 CENTURY PARK E NO 2010A,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001219,2019,2170 CENTURY PARK E NO 2012,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001220,2019,2170 CENTURY PARK E NO 2009,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001221,2019,2170 CENTURY PARK E NO 2008,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001224,2019,2170 CENTURY PARK E NO 2003,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001225,2019,2170 CENTURY PARK E NO 2005,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001226,2019,2170 CENTURY PARK E NO 2006,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001227,2019,2170 CENTURY PARK E NO 2004,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001228,2019,2170 CENTURY PARK E NO 2002,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001229,2019,2170 CENTURY PARK E NO 2110,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001230,2019,2170 CENTURY PARK E NO 2111,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001231,2019,2170 CENTURY PARK E NO 2112,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001232,2019,2170 CENTURY PARK E NO 2109S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001233,2019,2170 CENTURY PARK E NO 2108,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001234,2019,2170 CENTURY PARK E NO 2107,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001235,2019,2170 CENTURY PARK E NO 2101S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001236,2019,2170 CENTURY PARK E NO 2103,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001239,2019,2170 CENTURY PARK E NO 2104,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001240,2019,2170 CENTURY PARK E NO 2102S,LOS ANGELES,90067,1,5,5,010C,1 unit
4329001241,2019,2170 CENTURY PARK E NO 2105,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002001,2019,2160 CENTURY PARK E NO 102N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002002,2019,2160 CENTURY PARK E 104-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002003,2019,2160 CENTURY PARK E NO 106N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002004,2019,2160 CENTURY PARK E NO 105,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002005,2019,2160 CENTURY PARK E NO 103-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002006,2019,2160 CENTURY PARK E 101,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002007,2019,2160 CENTURY PARK E NO 107N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002008,2019,2160 CENTURY PARK E NO 108,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002009,2019,2160 CENTURY PARK E NO 109,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002010,2019,2160 CENTURY PARK E NO 112,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002011,2019,2160 CENTURY PARK E NO 111,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002012,2019,2160 CENTURY PARK E NO 110,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002013,2019,2160 CENTURY PARK E NO 202N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002014,2019,2160 CENTURY PARK E NO 204N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002015,2019,2160 CENTURY PARK E NO 206,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002016,2019,2160 CENTURY PARK E NO 205,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002017,2019,2160 CENTURY PARK E 203N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002018,2019,2160 CENTURY PARK E NO 201N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002019,2019,2160 CENTURY PARK E NO 207,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002020,2019,2160 CENTURY PARK E 208-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002021,2019,2160 CENTURY PARK E NO 209,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002022,2019,2160 CENTURY PARK E NO 212,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002023,2019,2160 CENTURY PARK E NO 211,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002024,2019,2160 CENTURY PARK E 210-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002025,2019,2160 CENTURY PARK E NO 302,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002026,2019,2160 CENTURY PARK E 304-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002027,2019,2160 CENTURY PARK E NO 306,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002028,2019,2160 CENTURY PARK E NO 305,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002029,2019,2160 CENTURY PARK E NO 303N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002030,2019,2160 CENTURY PARK E NO 301,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002031,2019,2160 CENTURY PARK E NO 307N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002032,2019,2160 CENTURY PARK E NO 308N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002033,2019,2160 CENTURY PARK E NO 309,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002034,2019,2160 CENTURY PARK E NO 312,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002035,2019,2160 CENTURY PARK E NO 311,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002036,2019,2160 CENTURY PARK E NO 310,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002037,2019,2160 CENTURY PARK E NO 402,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002038,2019,2160 CENTURY PARK E NO 404,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002039,2019,2160 CENTURY PARK E NO 406,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002040,2019,2160 CENTURY PARK E NO 405,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002041,2019,2160 CENTURY PARK E NO 403,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002042,2019,2160 CENTURY PARK E NO 401,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002043,2019,2160 CENTURY PARK E NO 407N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002044,2019,2160 CENTURY PARK E NO 408,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002045,2019,2160 CENTURY PARK E #409N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002046,2019,2160 CENTURY PARK E NO 412,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002047,2019,2160 CENTURY PARK E NO 411,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002048,2019,2160 CENTURY PARK E NO 410,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002049,2019,2160 CENTURY PARK E NO 502,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002050,2019,2160 CENTURY PARK E 504-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002051,2019,2160 CENTURY PARK E NO 506N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002052,2019,2160 CENTURY PARK E NO 505,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002053,2019,2160 CENTURY PARK E 503-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002054,2019,2160 CENTURY PARK E NO 501,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002055,2019,2160 CENTURY PARK E NO 507-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002056,2019,2160 CENTURY PARK E NO 508,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002057,2019,2160 CENTURY PARK E NO 509N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002058,2019,2160 CENTURY PARK E NO 512,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002059,2019,2160 CENTURY PARK E NO 511,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002060,2019,2160 CENTURY PARK E NO 510,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002061,2019,2160 CENTURY PARK E NO 602,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002062,2019,2160 CENTURY PARK E 604-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002063,2019,2160 CENTURY PARK E NO 606-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002064,2019,2160 CENTURY PARK E NO 605,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002065,2019,2160 CENTURY PARK E NO 603-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002066,2019,2160 CENTURY PARK E NO 601,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002067,2019,2160 CENTURY PARK E 607,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002068,2019,2160 CENTURY PARK E NO 608,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002069,2019,2160 CENTURY PARK E NO 609,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002070,2019,2160 CENTURY PARK E NO 612,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002071,2019,2160 CENTURY PARK E NO 611,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002072,2019,2160 CENTURY PARK E NO 610,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002073,2019,2160 CENTURY PARK E NO 702,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002074,2019,2160 CENTURY PARK E 704-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002075,2019,2160 CENTURY PARK E 706-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002076,2019,2160 CENTURY PARK E NO 705,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002077,2019,2160 CENTURY PARK E NO 703,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002078,2019,2160 CENTURY PARK E NO 701,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002079,2019,2160 CENTURY PARK E NO 707,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002080,2019,2160 CENTURY PARK E 708-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002081,2019,2160 CENTURY PARK E 709-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002082,2019,2160 CENTURY PARK E NO 712,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002083,2019,2160 CENTURY PARK E NO 711,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002084,2019,2160 CENTURY PARK E NO 710,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002085,2019,2160 CENTURY PARK E NO 802,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002086,2019,2160 CENTURY PARK E 804-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002087,2019,2160 CENTURY PARK E NO 806-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002088,2019,2160 CENTURY PARK E NO 805-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002089,2019,2160 CENTURY PARK E NO 803,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002090,2019,2160 CENTURY PARK E NO 801,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002091,2019,2160 CENTURY PARK E NO 807,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002092,2019,2160 CENTURY PARK E NO 808,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002093,2019,2160 CENTURY PARK E NO 809,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002094,2019,2160 CENTURY PARK E NO 812,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002095,2019,2160 CENTURY PARK E NO 811,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002096,2019,2160 CENTURY PARK E NO 810,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002097,2019,2160 CENTURY PARK E NO 902,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002098,2019,2160 CENTURY PARK E NO 904,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002099,2019,2160 CENTURY PARK E NO 906,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002100,2019,2160 CENTURY PARK E 905-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002101,2019,2160 CENTURY PARK E NO 903-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002102,2019,2160 CENTURY PARK E NO 901,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002103,2019,2160 CENTURY PARK E NO 907,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002104,2019,2160 CENTURY PARK E NO 908,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002105,2019,2160 CENTURY PARK E #909N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002106,2019,2160 CENTURY PARK E NO 912,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002107,2019,2160 CENTURY PARK E NO 911,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002108,2019,2160 CENTURY PARK E NO 910,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002109,2019,2160 CENTURY PARK E 1002,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002110,2019,2160 CENTURY PARK E NO 1004,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002111,2019,2160 CENTURY PARK E NO 1006,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002112,2019,2160 CENTURY PARK E NO 1005,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002113,2019,2160 CENTURY PARK E NO 1003,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002114,2019,2160 CENTURY PARK E NO 1001,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002115,2019,2160 CENTURY PARK E NO 1007,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002116,2019,2160 CENTURY PARK E NO 1008,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002117,2019,2160 CENTURY PARK E NO 1009,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002118,2019,2160 CENTURY PARK E NO 1012,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002119,2019,2160 CENTURY PARK E NO 1011,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002120,2019,2160 CENTURY PARK E NO 1010,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002121,2019,2160 CENTURY PARK E NO 1102,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002122,2019,2160 CENTURY PARK E NO 1104,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002123,2019,2160 CENTURY PARK E NO 1106,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002124,2019,2160 CENTURY PARK E NO 1105,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002125,2019,2160 CENTURY PARK E NO 1103,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002126,2019,2160 CENTURY PARK E NO 1101,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002127,2019,2160 CENTURY PARK E NO 1107,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002128,2019,2160 CENTURY PARK E NO 1108,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002129,2019,2160 CENTURY PARK E NO 1109,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002130,2019,2160 CENTURY PARK E NO 1112,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002131,2019,2160 CENTURY PARK E NO 1111,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002132,2019,2160 CENTURY PARK E NO 1110,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002133,2019,2160 CENTURY PARK E NO 1202N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002134,2019,2160 CENTURY PARK E 1204-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002135,2019,2160 CENTURY PARK E NO 1206,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002136,2019,2160 CENTURY PARK E NO 1205,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002137,2019,2160 CENTURY PARK E NO 1203,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002138,2019,2160 CENTURY PARK E NO 1201,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002139,2019,2160 CENTURY PARK E NO 1207,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002140,2019,2160 CENTURY PARK E NO 1208,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002141,2019,2160 CENTURY PARK E NO 1209,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002142,2019,2160 CENTURY PARK E NO 1212,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002143,2019,2160 CENTURY PARK E 1211,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002144,2019,2160 CENTURY PARK E NO 1210,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002145,2019,2160 CENTURY PARK E NO 1402,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002146,2019,2160 CENTURY PARK E NO 1404,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002147,2019,2160 CENTURY PARK E NO 1406,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002148,2019,2160 CENTURY PARK E NO 1405,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002149,2019,2160 CENTURY PARK E NO 1403,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002150,2019,2160 CENTURY PARK E NO 1401,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002151,2019,2160 CENTURY PARK E NO 1407,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002152,2019,2160 CENTURY PARK E NO 1408,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002153,2019,2160 CENTURY PARK E NO 1409,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002154,2019,2160 CENTURY PARK E NO 1412,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002155,2019,2160 CENTURY PARK E NO 1411,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002156,2019,2160 CENTURY PARK E NO 1410,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002157,2019,2160 CENTURY PARK E 1502-N,LOS ANGELES,90067,1,5,5,010C,1 unit
4329002158,2019,2160 CENTURY PARK E NO 1504,LOS ANGELES,90067,1,5,5,010C,1 unit
