APN,RSO Year,Address,City,Zip,RSO Units,Prior Council District,Council District,Land Use Code,Unit Range
2258026040,2019,5229 BALBOA BLVD NO 11,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026041,2019,5229 BALBOA BLVD NO 12,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026042,2019,5229 BALBOA BLVD NO 13,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026043,2019,5229 BALBOA BLVD NO 14,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026044,2019,5229 BALBOA BLVD NO 15,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026045,2019,5229 BALBOA BLVD NO 16,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026046,2019,5229 BALBOA BLVD NO 17,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026047,2019,5229 BALBOA BLVD NO 18,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026048,2019,5229 BALBOA BLVD NO 19,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026049,2019,5229 BALBOA BLVD NO 20,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026050,2019,5229 BALBOA BLVD NO 21,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026051,2019,5229 BALBOA BLVD NO 22,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026052,2019,5229 BALBOA BLVD NO 23,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026053,2019,5229 BALBOA BLVD NO 24,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026054,2019,5229 BALBOA BLVD NO 25,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026055,2019,5229 BALBOA BLVD NO 26,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026056,2019,5229 BALBOA BLVD NO 27,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026057,2019,5229 BALBOA BLVD NO 28,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026058,2019,5229 BALBOA BLVD NO 29,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026059,2019,5229 BALBOA BLVD NO 30,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026060,2019,5229 BALBOA BLVD NO 31,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026061,2019,5229 BALBOA BLVD NO 32,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026062,2019,5229 BALBOA BLVD NO 33,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026063,2019,5229 BALBOA BLVD NO 34,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026064,2019,5229 BALBOA BLVD NO 35,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026065,2019,5229 BALBOA BLVD NO 36,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026066,2019,5229 BALBOA BLVD NO 37,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026067,2019,5229 BALBOA BLVD NO 38,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026068,2019,5229 BALBOA BLVD NO 39,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026069,2019,5229 BALBOA BLVD NO 40,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026070,2019,5229 BALBOA BLVD NO 41,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026071,2019,5229 BALBOA BLVD NO 42,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026072,2019,5229 BALBOA BLVD NO 43,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026073,2019,5229 BALBOA BLVD NO 44,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026074,2019,5229 BALBOA BLVD NO 45,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026077,2019,5215 BALBOA BLVD NO 106,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026078,2019,5215 BALBOA BLVD NO 105,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026079,2019,5215 BALBOA BLVD NO 104,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026080,2019,5215 BALBOA BLVD NO 103,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026081,2019,5215 BALBOA BLVD NO 102,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026082,2019,5215 BALBOA BLVD NO 101,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026083,2019,5215 BALBOA BLVD NO 108,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026084,2019,5215 BALBOA BLVD UNIT 107,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026085,2019,5215 BALBOA BLVD NO 206,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026086,2019,5215 BALBOA BLVD NO 205,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026087,2019,5215 BALBOA BLVD NO 204,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026088,2019,5215 BALBOA BLVD NO 203,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026089,2019,5215 BALBOA BLVD NO 202,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026090,2019,5215 BALBOA BLVD NO 201,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026091,2019,5215 BALBOA BLVD 208,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026092,2019,5215 BALBOA BLVD NO 207,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026093,2019,5215 BALBOA BLVD NO 306,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026094,2019,5215 BALBOA BLVD NO 305,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026095,2019,5215 BALBOA BLVD NO 304,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026096,2019,5215 BALBOA BLVD NO 303,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026097,2019,5215 BALBOA BLVD NO 302,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026098,2019,5215 BALBOA BLVD NO 301,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026099,2019,5215 BALBOA BLVD NO 308,LOS ANGELES,91316,1,5,4,010C,1 unit
2258026100,2019,5215 BALBOA BLVD NO 307,LOS ANGELES,91316,1,5,4,010C,1 unit
2258027003,2024,5414 GENESTA AVE,LOS ANGELES,91316,1,4,4,200,1 unit
2259001003,2020,5146 BALBOA BLVD,LOS ANGELES,91316,2,5,4,200,2 units
2259001009,2024,5114 BALBOA BLVD,LOS ANGELES,91316,1,4,4,200,1 unit
2259001018,2019,5123 OTSEGO CT,LOS ANGELES,91436,1,5,4,200,1 unit
2259002016,2019,5116 OTSEGO CT,LOS ANGELES,91436,2,5,4,201,2 units
2259002023,2021,16804 MAGNOLIA BLVD,LOS ANGELES,91436,1,5,4,200,1 unit
2259003013,2024,16740 OTSEGO ST,LOS ANGELES,91436,1,4,4,200,1 unit
2259004009,2019,16802 OTSEGO ST,LOS ANGELES,91436,2,5,4,200,2 units
2259004011,2022,16810 OTSEGO ST,LOS ANGELES,91436,2,4,4,200,2 units
2259005013,2024,16842 ADDISON ST,LOS ANGELES,91436,1,4,4,200,1 unit
2259005031,2024,16747 MORRISON ST,LOS ANGELES,91436,1,4,4,200,1 unit
2259006009,2021,16718 ADDISON ST,LOS ANGELES,91436,1,5,4,200,1 unit
2259006015,2024,16752 ADDISON ST,LOS ANGELES,91436,1,4,4,200,1 unit
2259006017,2021,16717 MORRISON ST,LOS ANGELES,91436,1,5,4,200,1 unit
2259006023,2023,16673 MORRISON ST,LOS ANGELES,91436,1,4,4,200,1 unit
2259006027,2024,16653 MORRISON ST,LOS ANGELES,91436,1,4,4,200,1 unit
2259007015,2019,16661 LA MAIDA ST,LOS ANGELES,91436,2,5,4,200,2 units
2259008012,2022,16755 MOORPARK ST,LOS ANGELES,91436,2,4,4,200,2 units
2259011018,2021,16652 MOORPARK ST,LOS ANGELES,91436,1,5,4,200,1 unit
2259011023,2021,16704 MOORPARK ST,LOS ANGELES,91436,2,5,4,200,2 units
2259013004,2022,5001 RUBIO AVE,LOS ANGELES,91436,2,4,4,200,2 units
2259014002,2021,5032 PETIT AVE,LOS ANGELES,91436,2,5,4,200,2 units
2259014022,2022,5141 RUBIO AVE,LOS ANGELES,91436,2,4,4,200,2 units
2259014024,2023,5129 RUBIO AVE,LOS ANGELES,91436,1,4,4,200,1 unit
2259016002,2021,16508 HARTSOOK ST,LOS ANGELES,91436,2,5,4,200,2 units
2259017036,2023,4946 RUBIO AVE,LOS ANGELES,91436,1,4,4,200,1 unit
2259018003,2019,4837 HAYVENHURST AVE,LOS ANGELES,91436,18,5,4,501,11-49 units
2259018024,2020,16509 MOORPARK ST,LOS ANGELES,91436,2,5,4,200,2 units
2259024018,2023,16654 MCCORMICK ST,LOS ANGELES,91436,1,4,4,200,1 unit
2259024019,2023,16648 MCCORMICK ST,LOS ANGELES,91436,1,4,4,200,1 unit
2260002006,2023,16431 OTSEGO ST,LOS ANGELES,91436,1,4,4,200,1 unit
2260002007,2021,16425 OTSEGO ST,LOS ANGELES,91436,1,5,4,200,1 unit
2260005007,2022,5035 NOELINE AVE,LOS ANGELES,91436,2,4,4,200,2 units
2260020006,2023,16116 OTSEGO ST,LOS ANGELES,91436,2,4,4,200,2 units
2260020011,2024,5107 WOODLEY AVE,LOS ANGELES,91436,1,4,4,200,1 unit
2260021011,2024,5084 VALJEAN AVE,LOS ANGELES,91436,1,4,4,200,1 unit
2260022028,2021,4916 SWINTON AVE,LOS ANGELES,91436,1,5,4,200,1 unit
2260023024,2019,4807 WOODLEY AVE NO 101,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023025,2019,4807 WOODLEY AVE NO 102,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023026,2019,4807 WOODLEY AVE NO 103,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023027,2019,4807 WOODLEY AVE NO 104,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023028,2019,4807 WOODLEY AVE NO 105,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023029,2019,4807 WOODLEY AVE NO 106,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023030,2019,4807 WOODLEY AVE NO 107,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023031,2019,4807 WOODLEY AVE NO 108,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023032,2019,4807 WOODLEY AVE NO 109,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023033,2019,4807 WOODLEY AVE NO 201,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023034,2019,4807 WOODLEY AVE NO 202,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023035,2019,4807 WOODLEY AVE NO 203,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023036,2019,4807 WOODLEY AVE NO 204,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023037,2019,4807 WOODLEY AVE NO 205,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023038,2019,4807 WOODLEY AVE NO 206,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023039,2019,4807 WOODLEY AVE NO 207,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023040,2019,4807 WOODLEY AVE NO 208,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023041,2019,4807 WOODLEY AVE NO 209,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023042,2019,4807 WOODLEY AVE NO 210,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023043,2019,4807 WOODLEY AVE 301,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023044,2019,4807 WOODLEY AVE NO 302,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023045,2019,4807 WOODLEY AVE NO 303,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023046,2019,4807 WOODLEY AVE NO 304,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023047,2019,4807 WOODLEY AVE NO 305,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023048,2019,4807 WOODLEY AVE NO 306,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023049,2019,4807 WOODLEY AVE NO 307,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023050,2019,4807 WOODLEY AVE NO 308,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023051,2019,4807 WOODLEY AVE NO 309,LOS ANGELES,91436,1,5,4,010E,1 unit
2260023052,2019,4807 WOODLEY AVE NO 310,LOS ANGELES,91436,1,5,4,010E,1 unit
2261002015,2019,15718 HARTSOOK ST,LOS ANGELES,91436,2,5,4,201,2 units
2261002031,2019,15746 MAGNOLIA BLVD,LOS ANGELES,91436,2,5,4,200,2 units
2261004011,2024,4955 HASKELL AVE,LOS ANGELES,91436,2,4,4,200,2 units
2261004018,2022,15745 MORRISON ST,LOS ANGELES,91436,2,4,4,200,2 units
2261006002,2020,4842 DEMPSEY AVE,LOS ANGELES,91436,2,5,4,200,2 units
2261006008,2021,4855 HASKELL AVE,LOS ANGELES,91436,2,5,4,200,2 units
2261006051,2024,15754 MORRISON ST,LOS ANGELES,91436,1,4,4,200,1 unit
2261006052,2024,15750 MORRISON ST,LOS ANGELES,91436,1,4,4,200,1 unit
2261006054,2023,15740 MORRISON ST,LOS ANGELES,91436,1,4,4,200,1 unit
2261009006,2021,4747 HASKELL AVE,LOS ANGELES,91436,1,5,4,200,1 unit
2261009007,2019,4733 HASKELL AVE NO 27,LOS ANGELES,91436,62,5,4,501,50-99 units
2261012009,2024,15851 MOORPARK ST,LOS ANGELES,91436,1,4,4,200,1 unit
2261012014,2022,15817 MOORPARK ST,LOS ANGELES,91436,2,4,4,200,2 units
2261015008,2019,5171 DENSMORE AVE,LOS ANGELES,91436,2,5,4,200,2 units
2261015023,2023,5143 DENSMORE AVE,LOS ANGELES,91436,2,4,4,200,2 units
2261015035,2022,5141 DENSMORE AVE,LOS ANGELES,91436,2,4,4,200,2 units
2261020024,2019,4915 GLORIA AVE,LOS ANGELES,91436,3,5,4,300,3-4 units
2261020058,2023,5027 GLORIA AVE,LOS ANGELES,91436,1,4,5,200,1 unit
2261021012,2019,4804 GAVIOTA AVE,LOS ANGELES,91436,24,5,4,501,11-49 units
2261022009,2019,4800 WOODLEY AVE,LOS ANGELES,91436,38,5,4,501,11-49 units
2261022107,2019,16012 MOORPARK ST 101A,ENCINO,91436,1,5,4,010E,1 unit
2261022108,2019,16012 MOORPARK ST 102,ENCINO,91436,1,5,4,010E,1 unit
2261022109,2019,16012 MOORPARK ST 103A,ENCINO,91436,1,5,4,010E,1 unit
2261022110,2019,16012 MOORPARK ST 104A,ENCINO,91436,1,5,4,010E,1 unit
2261022111,2019,16012 MOORPARK ST 105A,ENCINO,91436,1,5,4,010E,1 unit
2261022112,2019,16012 MOORPARK ST 201A,ENCINO,91436,1,5,4,010E,1 unit
2261022113,2019,16012 MOORPARK ST 202A,ENCINO,91436,1,5,4,010E,1 unit
2261022114,2019,16012 MOORPARK ST 203A,ENCINO,91436,1,5,4,010E,1 unit
2261022115,2019,16012 MOORPARK ST 204A,ENCINO,91436,1,5,4,010E,1 unit
2261022116,2019,16012 MOORPARK ST 205A,ENCINO,91436,1,5,4,010E,1 unit
2261022117,2019,16012 MOORPARK ST 301A,ENCINO,91436,1,5,4,010E,1 unit
2261022118,2019,16012 MOORPARK ST 302A,ENCINO,91436,1,5,4,010E,1 unit
2261022119,2019,16012 MOORPARK ST 303A,ENCINO,91436,1,5,4,010E,1 unit
2261022120,2019,16012 MOORPARK ST 304A,ENCINO,91436,1,5,4,010E,1 unit
2261022121,2019,16012 MOORPARK ST 305A,ENCINO,91436,1,5,4,010E,1 unit
2261024007,2019,4928 WOODLEY AVE,LOS ANGELES,91436,3,5,4,300,3-4 units
2261029003,2022,4744 HASKELL AVE,LOS ANGELES,91436,1,4,4,200,1 unit
2261029012,2019,15522 MOORPARK ST,LOS ANGELES,91436,20,5,4,501,11-49 units
2261029013,2019,15521 MOORPARK ST,LOS ANGELES,91436,5,5,4,500,5-10 units
2261029024,2023,4701 AQUEDUCT AVE,LOS ANGELES,91436,2,4,4,200,2 units
2261029038,2019,15540 MOORPARK ST,LOS ANGELES,91436,18,5,4,501,11-49 units
2261032007,2021,15545 OTSEGO ST,LOS ANGELES,91436,1,5,4,200,1 unit
2261032040,2021,5126 HASKELL AVE,LOS ANGELES,91436,2,5,4,200,2 units
2261034027,2023,15508 MORRISON ST,LOS ANGELES,91403,1,4,4,200,1 unit
2261035017,2021,15433 HUSTON ST,LOS ANGELES,91403,2,5,4,200,2 units
2261036021,2024,15442 HUSTON ST,LOS ANGELES,91403,1,4,4,200,1 unit
2261037010,2019,15481 CAMARILLO ST,LOS ANGELES,91403,2,5,4,200,2 units
2261038031,2019,15445 MOORPARK ST,LOS ANGELES,91403,8,5,4,500,5-10 units
2261038035,2019,15477 MOORPARK ST,LOS ANGELES,91403,12,5,4,500,11-49 units
2261038036,2019,15483 MOORPARK ST,LOS ANGELES,91403,28,5,4,501,11-49 units
2261038040,2019,4733 ORION AVE,LOS ANGELES,91403,16,5,4,501,11-49 units
2261038042,2019,4747 ORION AVE,LOS ANGELES,91403,4,5,4,400,3-4 units
2261038045,2020,15424 CAMARILLO ST,LOS ANGELES,91403,2,5,4,200,2 units
2261038049,2019,4737 ORION AVE,LOS ANGELES,91403,25,5,4,501,11-49 units
2261038050,2019,15461 MOORPARK ST,LOS ANGELES,91403,12,5,4,501,11-49 units
2261038055,2024,15436 MILBANK ST,LOS ANGELES,91436,2,4,4,200,2 units
2261038057,2019,15457 MOORPARK ST UNIT 1,LOS ANGELES,91403,1,5,4,010C,1 unit
2261038058,2019,15457 MOORPARK ST UNIT 2,LOS ANGELES,91403,1,5,4,010C,1 unit
2261038059,2019,15457 MOORPARK ST UNIT 3,LOS ANGELES,91403,1,5,4,010C,1 unit
2261038060,2019,15457 MOORPARK ST UNIT 4,LOS ANGELES,91403,1,5,4,010C,1 unit
2261038061,2019,15457 MOORPARK ST UNIT 5,LOS ANGELES,91403,1,5,4,010C,1 unit
2261038062,2019,15457 MOORPARK ST UNIT 6,LOS ANGELES,91403,1,5,4,010C,1 unit
2261038063,2019,15457 MOORPARK ST UNIT 7,LOS ANGELES,91403,1,5,4,010C,1 unit
2261038064,2019,15457 MOORPARK ST UNIT 8,LOS ANGELES,91403,1,5,4,010C,1 unit
2261039010,2019,15464 MOORPARK ST,LOS ANGELES,91403,17,5,4,501,11-49 units
2261039015,2019,4679 ORION AVE,LOS ANGELES,91403,6,5,4,500,5-10 units
2261039016,2019,4685 ORION AVE,LOS ANGELES,91403,24,5,4,500,11-49 units
2261039017,2019,15484 MOORPARK ST,LOS ANGELES,91403,14,5,4,501,11-49 units
2261039018,2019,15480 MOORPARK ST,LOS ANGELES,91403,9,5,4,500,5-10 units
2261039019,2019,15470 MOORPARK ST,LOS ANGELES,91403,14,5,4,501,11-49 units
2261040001,2019,4714 ORION AVE,LOS ANGELES,91403,5,5,4,500,5-10 units
2261040002,2019,4706 ORION AVE,LOS ANGELES,91403,2,5,4,200,2 units
2261040003,2019,4702 ORION AVE,LOS ANGELES,91403,11,5,4,501,11-49 units
2263002019,2021,15223 HARTSOOK ST,LOS ANGELES,91403,2,4,4,200,2 units
2263002031,2019,15216 MAGNOLIA BLVD NO 1,LOS ANGELES,91403,1,4,4,010E,1 unit
2263002032,2019,15216 MAGNOLIA BLVD NO 2,LOS ANGELES,91403,1,4,4,010E,1 unit
2263002033,2019,15216 MAGNOLIA BLVD NO 3,LOS ANGELES,91403,1,4,4,010E,1 unit
2263002034,2019,15216 MAGNOLIA BLVD NO 4,LOS ANGELES,91403,1,4,4,010E,1 unit
2263002035,2019,15216 MAGNOLIA BLVD NO 5,LOS ANGELES,91403,1,4,4,010E,1 unit
2263002036,2019,15216 MAGNOLIA BLVD NO 6,LOS ANGELES,91403,1,4,4,010E,1 unit
2263002037,2019,15216 MAGNOLIA BLVD NO 7,LOS ANGELES,91403,1,4,4,010E,1 unit
2263002038,2019,15216 MAGNOLIA BLVD NO 8,LOS ANGELES,91403,1,4,4,010E,1 unit
2263002045,2022,15200 MAGNOLIA BLVD 101,LOS ANGELES,91403,10,4,4,500,5-10 units
2263002046,2024,15200 MAGNOLIA BLVD 102,LOS ANGELES,91403,1,4,4,010C,1 unit
2263002047,2024,15200 MAGNOLIA BLVD 103,LOS ANGELES,91403,1,4,4,010C,1 unit
2263002048,2024,15200 MAGNOLIA BLVD 104,LOS ANGELES,91403,1,4,4,010C,1 unit
2263002049,2024,15200 MAGNOLIA BLVD 203,LOS ANGELES,91403,1,4,4,010C,1 unit
2263002050,2024,15200 MAGNOLIA BLVD 204,LOS ANGELES,91403,1,4,4,010C,1 unit
2263002051,2024,15200 MAGNOLIA BLVD 301,LOS ANGELES,91403,1,4,4,010C,1 unit
2263002052,2024,15200 MAGNOLIA BLVD 302,LOS ANGELES,91403,1,4,4,010C,1 unit
2263002053,2024,15200 MAGNOLIA BLVD 303,LOS ANGELES,91403,1,4,4,010C,1 unit
2263002054,2024,15200 MAGNOLIA BLVD 304,LOS ANGELES,91403,1,4,4,010C,1 unit
2263003001,2019,5170 COLUMBUS AVE,LOS ANGELES,91403,7,4,4,500,5-10 units
2263003009,2019,15114 MAGNOLIA BLVD,LOS ANGELES,91403,3,4,4,300,3-4 units
2263003010,2019,15106 MAGNOLIA BLVD,LOS ANGELES,91403,20,4,4,501,11-49 units
2263004001,2019,15044 MAGNOLIA BLVD,LOS ANGELES,91403,12,4,4,501,11-49 units
2263004011,2019,15034 MAGNOLIA BLVD,LOS ANGELES,91403,6,4,4,500,5-10 units
2263004016,2019,15008 MAGNOLIA BLVD,LOS ANGELES,91403,4,4,4,400,3-4 units
2263005012,2019,14956 MAGNOLIA BLVD,LOS ANGELES,91403,5,4,4,500,5-10 units
2263005024,2021,14950 HARTSOOK ST,LOS ANGELES,91403,1,4,4,200,1 unit
2263005032,2019,14936 MAGNOLIA BLVD,LOS ANGELES,91403,14,4,4,500,11-49 units
2263005033,2019,14930 MAGNOLIA BLVD,LOS ANGELES,91403,7,4,4,500,5-10 units
2263005035,2019,5115 KESTER AVE NO 4,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005036,2019,5115 KESTER AVE NO 3,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005037,2019,5115 KESTER AVE NO 2,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005038,2019,5115 KESTER AVE NO 1,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005039,2019,5115 KESTER AVE NO 5,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005040,2019,5115 KESTER AVE NO 6,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005041,2019,5115 KESTER AVE NO 7,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005042,2019,5115 KESTER AVE NO 8,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005043,2019,5115 KESTER AVE NO 9,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005044,2019,5115 KESTER AVE NO 10,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005045,2019,5115 KESTER AVE NO 11,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005046,2019,5115 KESTER AVE NO 12,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005047,2019,5115 KESTER AVE NO 13,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005048,2019,5115 KESTER AVE NO 14,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005049,2019,5115 KESTER AVE NO 15,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005050,2019,5115 KESTER AVE NO 16,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005051,2019,5115 KESTER AVE NO 17,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005052,2019,5115 KESTER AVE NO 18,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005053,2019,5115 KESTER AVE NO 19,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005054,2019,5115 KESTER AVE NO 20,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005055,2019,5115 KESTER AVE NO 21,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005056,2019,5115 KESTER AVE NO 22,LOS ANGELES,91403,1,4,4,012C,1 unit
2263005057,2019,5115 KESTER AVE NO 101,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005058,2019,5115 KESTER AVE NO 102,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005059,2019,5115 KESTER AVE NO 103,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005060,2019,5115 KESTER AVE NO 104,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005061,2019,5115 KESTER AVE NO 105,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005062,2019,5115 KESTER AVE NO 106,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005063,2019,5115 KESTER AVE NO 201,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005064,2019,5115 KESTER AVE NO 202,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005065,2019,5115 KESTER AVE NO 203,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005066,2019,5115 KESTER AVE NO 204,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005067,2019,5115 KESTER AVE NO 205,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005068,2019,5115 KESTER AVE NO 206,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005069,2019,5115 KESTER AVE NO 301,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005070,2019,5115 KESTER AVE NO 302,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005071,2019,5115 KESTER AVE NO 303,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005072,2019,5115 KESTER AVE NO 304,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005073,2019,5115 KESTER AVE NO 305,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005074,2019,5115 KESTER AVE NO 306,LOS ANGELES,91403,1,4,4,010C,1 unit
2263005077,2024,14944 MAGNOLIA BLVD,LOS ANGELES,91403,18,4,4,500,11-49 units
2263007002,2023,15146 HARTSOOK ST,LOS ANGELES,91403,1,4,4,200,1 unit
2263008007,2023,15236 HARTSOOK ST,LOS ANGELES,91403,2,4,4,200,2 units
2263008022,2019,5112 SEPULVEDA BLVD,LOS ANGELES,91403,84,4,4,501,50-99 units
2263009024,2019,5050 SEPULVEDA BLVD,LOS ANGELES,91403,1,4,4,501,1 unit
2263010007,2021,15124 OTSEGO ST,LOS ANGELES,91403,1,4,4,200,1 unit
2263010024,2021,5051 NOBLE AVE,LOS ANGELES,91403,2,4,4,200,2 units
2263012012,2019,5069 KESTER AVE,LOS ANGELES,91403,3,4,4,300,3-4 units
2263012020,2024,14935 HESBY ST,LOS ANGELES,91403,2,4,4,200,2 units
2263012026,2024,14944 HESBY ST,LOS ANGELES,91403,1,4,4,200,1 unit
2263012037,2019,5007 KESTER AVE,LOS ANGELES,91403,4,4,4,400,3-4 units
2263012038,2019,5003 KESTER AVE,LOS ANGELES,91403,2,4,4,200,2 units
2263012048,2019,5015 KESTER AVE,LOS ANGELES,91403,15,4,4,501,11-49 units
2263013002,2023,14940 ADDISON ST,LOS ANGELES,91403,2,4,4,200,2 units
2263013008,2019,4975 KESTER AVE,LOS ANGELES,91403,4,4,4,400,3-4 units
2263013009,2019,4971 KESTER AVE,LOS ANGELES,91403,4,4,4,400,3-4 units
2263013010,2019,4965 KESTER AVE,LOS ANGELES,91403,4,4,4,400,3-4 units
2263013011,2019,4961 KESTER AVE,LOS ANGELES,91403,4,4,4,400,3-4 units
2263013015,2019,4925 KESTER AVE,LOS ANGELES,91403,3,4,4,300,3-4 units
2263013017,2019,4915 KESTER AVE,LOS ANGELES,91403,3,4,4,300,3-4 units
2263013018,2019,4913 KESTER AVE,LOS ANGELES,91403,4,4,4,400,3-4 units
2263013023,2022,14953 VALLEYHEART DR,LOS ANGELES,91403,2,4,4,200,2 units
