Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Rec Year,Entitlement,Zip,C of O,Extremely Low (AMI 30%),"Very, Very Low (45%)",Very Low (AMI 50%),Low (AMI 50%-80%),Moderate (AMI 120%),Workforce (AMI 150%),Types of Density Bonus/Discretionary/Specific Plan,source,Cleaned_Address,LAT,LONG
662 S. Kelton Ave.,90024.0,5.0,2017,1.0,12,0.0833333333333333,2017,DB,90024,2020-10-23 00:00:00,,,1.0,,,,,deduplicated_matched,662 S. Kelton Ave.,34.0650383,-118.4525205
801 S. Berendo St.,90005.0,10.0,2017,9.0,98,0.0918367346938775,2017,DB,90005,2021-09-27 00:00:00,,,9.0,,,,,deduplicated_matched,801 S. Berendo St.,34.0575188,-118.2942914
1011 S. Serrano Ave.,90006.0,10.0,2017,9.0,104,0.0865384615384615,2017,DB,90006,2019-12-03 00:00:00,,,9.0,,,,,deduplicated_matched,1011 S. Serrano Ave.,34.0520292,-118.3065634
1265 S. Sterns Dr.,90035.0,5.0,2017,5.0,48,0.1041666666666666,2017,DB,90035,2022-02-25 00:00:00,,,5.0,,,,,deduplicated_matched,1265 S. Sterns Dr.,34.0526945,-118.3713497
1330 S. Federal Ave.,90025.0,11.0,2017,3.0,36,0.0833333333333333,2017,DB,90025,2021-09-22 00:00:00,,,3.0,,,,,deduplicated_matched,1330 S. Federal Ave.,34.04765500000001,-118.4562408
4247 N. Eagle Rock Bvld.,90065.0,1.0,2017,5.0,59,0.0847457627118644,2017,DB,90065,2019-05-16 00:00:00,,,5.0,,,,,deduplicated_matched,4247 N. Eagle Rock Bvld.,34.1228523,-118.2240625
4920 W. Melrose Ave.,90029.0,13.0,2017,4.0,45,0.0888888888888888,2017,DB,90029,2022-03-08 00:00:00,,,4.0,,,,,deduplicated_matched,4920 W. Melrose Ave.,34.0833299,-118.30758
5630 N. Fair Ave.,91601.0,2.0,2017,2.0,15,0.1333333333333333,2017,DB,91601,2019-03-06 00:00:00,,,1.0,1.0,,,,deduplicated_matched,5630 N. Fair Ave.,34.1730784,-118.3742362
5842 N. Carlton Way,90028.0,13.0,2017,2.0,18,0.1111111111111111,2017,DB,90028,2021-10-07 00:00:00,,,2.0,,,,,deduplicated_matched,5842 N. Carlton Way,34.1001337,-118.3173238
12616 W. Vanowen St.,91606.0,2.0,2017,1.0,6,0.1666666666666666,2017,DB,91606,2021-07-27 00:00:00,,,,1.0,,,,deduplicated_matched,12616 W. Vanowen St.,34.1936637,-118.4079292
12622 W. Vanowen St.,91606.0,2.0,2017,1.0,6,0.1666666666666666,2017,DB,91606,2021-07-28 00:00:00,,,,1.0,,,,deduplicated_matched,12622 W. Vanowen St.,34.1936631,-118.4081442
218 S. Occidental Blvd.,90057.0,13.0,2017,11.0,47,0.2340425531914893,2017,DB,90057,,,,6.0,5.0,,,,deduplicated_matched,218 S. Occidental Blvd.,34.068522,-118.2811
5012 S. Slauson Ave.,90230.0,11.0,2017,2.0,28,0.0714285714285714,2017,DB,90230,2020-07-16 00:00:00,,,2.0,,,,,deduplicated_matched,5012 S. Slauson Ave.,33.9946013,-118.407981
269 S. Mariposa Ave.,90004.0,10.0,2017,17.0,121,0.140495867768595,2017,DB,90004,2020-02-19 00:00:00,,,17.0,,,,,deduplicated_matched,269 S. Mariposa Ave.,34.0692679,-118.2994807
1127 S. Spaulding Ave.,90019.0,10.0,2017,1.0,13,0.0769230769230769,2017,DB,90019,2020-09-17 00:00:00,,,1.0,,,,,deduplicated_matched,1127 S. Spaulding Ave.,34.0554136,-118.3606245
1650 Sawtelle Blvd.,90025.0,11.0,2017,4.0,48,0.0833333333333333,2017,DB,90025,2022-08-24 00:00:00,,,4.0,,,,,deduplicated_matched,1650 Sawtelle Blvd.,34.0460264,-118.4477265
4220 W. Mont Clair St.,90018.0,10.0,2017,4.0,46,0.0869565217391304,2017,DB,90018,2022-06-30 00:00:00,,,4.0,,,,,deduplicated_matched,4220 W. Mont Clair St.,34.0317528,-118.3322255
4522 W. Lexington Ave.,90029.0,13.0,2017,1.0,9,0.1111111111111111,2017,DB,90029,,,,1.0,,,,,deduplicated_matched,4522 W. Lexington Ave.,34.1516759,-118.2631361
5773 W. Olympic Blvd.,90036.0,5.0,2017,1.0,11,0.0909090909090909,2017,DB,90036,2019-11-01 00:00:00,,,,1.0,,,,deduplicated_matched,5773 W. Olympic Blvd.,34.0577731,-118.3554266
14828 Rayen St.,91402.0,6.0,2017,1.0,14,0.0714285714285714,2017,DB,91402,2019-03-04 00:00:00,,,1.0,,,,,deduplicated_matched,14828 Rayen St.,34.2316624,-118.4561514
178 N. Alexandria Ave.,90004.0,10.0,2017,1.0,14,0.0714285714285714,2017,DB,90004,2022-09-30 00:00:00,,,1.0,,,,,deduplicated_matched,178 N. Alexandria Ave.,34.0750285,-118.2982111
849 N. Bunker Hill Ave.,90012.0,1.0,2017,2.0,37,0.054054054054054,2017,DB,90012,,,,2.0,,,,,deduplicated_matched,849 N. Bunker Hill Ave.,34.0644344,-118.2425982
1233 N. Highland Ave.,90038.0,13.0,2017,8.0,72,0.1111111111111111,2017,DB,90038,,,,8.0,,,,,deduplicated_matched,1233 N. Highland Ave.,34.0935297,-118.338809
1502 W. Rockwood St.,90026.0,13.0,2017,4.0,40,0.1,2017,DB,90026,,,,,4.0,,,,deduplicated_matched,1502 W. Rockwood St.,34.0628479,-118.2599483
1515 S. Holt Ave.,90035.0,5.0,2017,2.0,21,0.0952380952380952,2017,DB,90035,,,,2.0,,,,,deduplicated_matched,1515 S. Holt Ave.,34.0509013,-118.3791233
1755 N. Canyon Dr.,90028.0,13.0,2017,2.0,14,0.1428571428571428,2017,DB,90028,,,,2.0,,,,,deduplicated_matched,1755 N. Canyon Dr.,34.1032451,-118.3171656
3638 S. Motor Ave.,90034.0,5.0,2017,4.0,49,0.0816326530612244,2017,DB,90034,2021-12-06 00:00:00,,,4.0,,,,,deduplicated_matched,3638 S. Motor Ave.,34.024122,-118.4063027
3643 S. Empire Dr.,90034.0,5.0,2017,1.0,8,0.125,2017,DB,90034,2021-10-13 00:00:00,,,1.0,,,,,deduplicated_matched,3643 S. Empire Dr.,34.0253117,-118.4038869
5536 N. Fulcher Ave.,91601.0,2.0,2017,3.0,36,0.0833333333333333,2017,DB,91601,,,,3.0,,,,,deduplicated_matched,5536 N. Fulcher Ave.,34.171084,-118.3727759
5548 N. Elmer Ave.,91601.0,2.0,2017,2.0,15,0.1333333333333333,2017,DB,91601,2021-03-03 00:00:00,,,2.0,,,,,deduplicated_matched,5548 N. Elmer Ave.,34.1713649,-118.3761675
6630 W. Sunset Blvd.,90028.0,13.0,2017,4.0,40,0.1,2017,DB,90028,,,,4.0,,,,,deduplicated_matched,6630 W. Sunset Blvd.,34.0978256,-118.3343468
7077 W. Willoughby Ave.,90038.0,13.0,2017,14.0,169,0.0828402366863905,2017,DB,90038,2022-01-31 00:00:00,,,14.0,,,,,deduplicated_matched,7077 W. Willoughby Ave.,34.08719749999999,-118.3435665
7639 N. Van Nuys Blvd.,91405.0,6.0,2017,4.0,36,0.1111111111111111,2017,DB,91405,2019-10-08 00:00:00,,,4.0,,,,,deduplicated_matched,7639 N. Van Nuys Blvd.,34.2120075,-118.4491617
11408 W. Sarah St.,91601.0,2.0,2017,1.0,10,0.1,2017,DB,91601,2019-12-06 00:00:00,,,1.0,,,,,deduplicated_matched,11408 W. Sarah St.,34.1548175,-118.3486405
18535 W. Burbank Blvd.,91356.0,3.0,2017,1.0,13,0.0769230769230769,2017,DB,91356,2020-03-04 00:00:00,,,1.0,,,,,deduplicated_matched,18535 W. Burbank Blvd.,34.1725221,-118.6446463
1745 N. Western Ave.,90027.0,13.0,2017,3.0,24,0.125,2017,DB,90027,2020-05-05 00:00:00,,,3.0,,,,,deduplicated_matched,1745 N. Western Ave.,34.10314,-118.3096797
11050 W. Hartsook St.,91601.0,2.0,2017,3.0,48,0.0625,2017,DB,91601,,,,3.0,,,,,deduplicated_matched,11050 W. Hartsook St.,34.1639602,-118.4750835
5628 W. Harold Way,90028.0,13.0,2017,2.0,13,0.1538461538461538,2017,DB,90028,2021-05-24 00:00:00,,,2.0,,,,,deduplicated_matched,5628 W. Harold Way,34.0987315,-118.312376
11036 W. Moorpark St.,91602.0,2.0,2017,8.0,96,0.0833333333333333,2017,DB,91602,2021-03-22 00:00:00,,,8.0,,,,,deduplicated_matched,11036 W. Moorpark St.,34.1498415,-118.3718053
714 N. Sweetzer Ave.,90069.0,5.0,2017,2.0,26,0.0769230769230769,2017,DB,90069,2019-01-11 00:00:00,,,2.0,,,,,deduplicated_matched,714 N. Sweetzer Ave.,34.0842098,-118.3699549
820 W. Colden Ave.,90044.0,8.0,2017,2.0,9,0.2222222222222222,2017,DB,90044,,,,1.0,1.0,,,,deduplicated_matched,820 W. Colden Ave.,33.9489463,-118.2901892
7000 W. Melrose Ave.,90038.0,5.0,2017,4.0,40,0.1,2017,DB,90038,2020-10-05 00:00:00,,,4.0,,,,,deduplicated_matched,7000 W. Melrose Ave.,34.0851949,-118.3070164
11433 W. Albers St.,91601.0,2.0,2017,6.0,59,0.1016949152542373,2017,DB,91601,2020-07-16 00:00:00,,,6.0,,,,,deduplicated_matched,11433 W. Albers St.,34.1707134,-118.3802691
10718 W. Acama St.,91602.0,2.0,2017,1.0,7,0.1428571428571428,2017,DB,91602,2021-04-23 00:00:00,,,,1.0,,,,deduplicated_matched,10718 W. Acama St.,34.1456517,-118.3638018
13448 W. Beach Ave.,90292.0,11.0,2017,23.0,228,0.1008771929824561,2017,DB,90292,2020-10-30 00:00:00,,,23.0,,,,,deduplicated_matched,13448 W. Beach Ave.,33.9702223,-118.3613688
1446 N. Detroit St.,90046.0,13.0,2017,7.0,60,0.1166666666666666,2017,DB,90046,2021-01-15 00:00:00,,,7.0,,,,,deduplicated_matched,1446 N. Detroit St.,34.09751,-118.34507
1718 N. Las Palmas Ave.,90028.0,13.0,2017,24.0,224,0.1071428571428571,2017,DB,90028,2017-10-12 00:00:00,,,24.0,,,,,deduplicated_matched,1718 N. Las Palmas Ave.,34.1025063,-118.3360462
1481 S. Shenandoah St.,90035.0,5.0,2017,1.0,11,0.0909090909090909,2017,DB,90035,2020-06-04 00:00:00,,,,1.0,,,,deduplicated_matched,1481 S. Shenandoah St.,34.052048,-118.3822314
1250 S. Westmoreland Ave.,90006.0,1.0,2017,92.0,93,0.989247311827957,2017,DB,90006,2021-07-14 00:00:00,,,,92.0,,,,deduplicated_matched,1250 S. Westmoreland Ave.,34.0476542,-118.2887562
525 N. Wilton Place.,90004.0,13.0,2017,8.0,88,0.0909090909090909,2017,DB,90004,,,,8.0,,,,,deduplicated_matched,525 N. Wilton Place.,34.08111,-118.3137977
323 N. Avenue 50,90042.0,1.0,2017,1.0,8,0.125,2017,DB,90042,,,,,1.0,,,,deduplicated_matched,323 N. Avenue,33.7907058,-118.2669724
2140 S. Butler Ave.,90025.0,11.0,2017,7.0,77,0.0909090909090909,2017,DB,90025,,,,7.0,,,,,deduplicated_matched,2140 S. Butler Ave.,33.8814225,-118.1964519
6226 N. Colfax Ave.,91606.0,2.0,2017,4.0,41,0.0975609756097561,2017,DB,91606,2021-12-02 00:00:00,,,4.0,,,,,deduplicated_matched,6226 N. Colfax Ave.,34.1838589,-118.3874186
5342 W. Fountain Ave.,90029.0,13.0,2017,1.0,15,0.0666666666666666,2017,DB,90029,2020-02-04 00:00:00,,,1.0,,,,,deduplicated_matched,5342 W. Fountain Ave.,34.0947459,-118.3061702
1244 W. 39th St.,90037.0,8.0,2017,4.0,13,0.3076923076923077,2017,DB,90037,2022-03-09 00:00:00,,,2.0,2.0,,,,deduplicated_matched,1244 W. 39th St.,34.0151259,-118.2988295
1301 S. Westgate Ave.,90025.0,11.0,2017,2.0,27,0.074074074074074,2017,DB,90025,2019-01-28 00:00:00,,,2.0,,,,,deduplicated_matched,1301 S. Westgate Ave.,34.0451797,-118.4618008
1315 W. Florence Ave.,90044.0,8.0,2017,20.0,20,1.0,2017,DB,90044,2020-09-21 00:00:00,,,,20.0,,,,deduplicated_matched,1315 W. Florence Ave.,33.974856,-118.298633
4909 W. Rosewood Ave.,90004.0,13.0,2017,2.0,26,0.0769230769230769,2017,DB,90004,2020-09-11 00:00:00,,,2.0,,,,,deduplicated_matched,4909 W. Rosewood Ave.,34.0797279,-118.3116485
6500 N. Sepulveda Blvd.,91411.0,11.0,2017,7.0,160,0.04375,2017,DB,91411,,,,7.0,,,,,deduplicated_matched,6500 N. Sepulveda Blvd.,34.2053465,-118.4656399
1919 S. Western Ave.,90018.0,10.0,2017,2.0,22,0.0909090909090909,2017,DB,90018,2021-03-03 00:00:00,,,2.0,,,,,deduplicated_matched,1919 S. Western Ave.,34.0392026,-118.3091967
6677 W. Santa Monica Blvd.,90038.0,13.0,2017,31.0,695,0.0446043165467625,2017,DB,90038,,,,31.0,,,,,deduplicated_matched,6677 W. Santa Monica Blvd.,34.0911056,-118.3359734
845 S. St. Andrews Place,90005.0,5.0,2017,1.0,14,0.0714285714285714,2017,DB,90005,,,,1.0,,,,,deduplicated_matched,845 S. St. Andrews Place,34.05673170000001,-118.3114649
1051 S. Corning St.,90035.0,5.0,2017,2.0,19,0.1052631578947368,2017,DB,90035,2019-08-18 00:00:00,,,2.0,,,,,deduplicated_matched,1051 S. Corning St.,34.0578388,-118.3776081
1545 S. Fairfax Ave.,90019.0,10.0,2017,1.0,10,0.1,2017,DB,90019,2021-07-23 00:00:00,,,1.0,,,,,deduplicated_matched,1545 S. Fairfax Ave.,34.0484018,-118.3676916
3160 W. Riverside Dr.,90027.0,4.0,2017,4.0,65,0.0615384615384615,2017,DB,90027,2022-12-27 00:00:00,,,4.0,,,,,deduplicated_matched,3160 W. Riverside Dr.,34.1515808,-118.3335482
3672 S. Jasmine Ave.,90034.0,5.0,2017,2.0,17,0.1176470588235294,2017,DB,90034,2021-05-25 00:00:00,,,2.0,,,,,deduplicated_matched,3672 S. Jasmine Ave.,34.0243915,-118.4036222
3815 W. Ave 43,90041.0,1.0,2017,2.0,28,0.0714285714285714,2017,DB,90041,2021-09-03 00:00:00,,,2.0,,,,,deduplicated_matched,3815 W. Ave,34.3123172,-118.4816555
4807 W. Elmwood Ave.,90004.0,13.0,2017,1.0,13,0.0769230769230769,2017,DB,90004,,,,1.0,,,,,deduplicated_matched,4807 W. Elmwood Ave.,34.168808,-118.3098034
5240 W. Virginia Ave.,90029.0,13.0,2017,2.0,14,0.1428571428571428,2017,DB,90029,,,,,2.0,,,,deduplicated_matched,5240 W. Virginia Ave.,34.0916957,-118.3039433
5261 N. Harmony Ave.,91601.0,2.0,2017,2.0,12,0.1666666666666666,2017,DB,91601,2020-04-14 00:00:00,,,1.0,1.0,,,,deduplicated_matched,5261 N. Harmony Ave.,34.1666578,-118.3668075
7043 N. Jordan Ave.,91303.0,3.0,2017,3.0,33,0.0909090909090909,2017,DB,91303,,,,3.0,,,,,deduplicated_matched,7043 N. Jordan Ave.,34.1973966,-118.6028709
15322 W. Hart St.,91406.0,6.0,2017,2.0,11,0.1818181818181818,2017,DB,91406,2022-02-04 00:00:00,,,,2.0,,,,deduplicated_matched,15322 W. Hart St.,34.1973486,-118.4671666
11612 W. Culver Blvd.,90066.0,11.0,2017,4.0,40,0.1,2017,DB,90066,"8/27/2020, 05/01/2021, 12/04/2021, 12/06/2021, 12/15/2021",,,4.0,,,,,deduplicated_matched,11612 W. Culver Blvd.,33.9989741,-118.4142511
1503 W. 206th St.,90501.0,15.0,2017,1.0,10,0.1,2017,DB,90501,2023-04-21 00:00:00,,,,1.0,,,,deduplicated_matched,1503 W. 206th St.,33.844088,-118.3042932
1226 S. Bedford St.,90035.0,5.0,2017,2.0,20,0.1,2017,DB,90035,,,,2.0,,,,,deduplicated_matched,1226 S. Bedford St.,34.0549859,-118.3802063
1233 S. Dunsmuir Ave.,90019.0,10.0,2017,1.0,14,0.0714285714285714,2017,DB,90019,,,,1.0,,,,,deduplicated_matched,1233 S. Dunsmuir Ave.,34.0521058,-118.3526157
718 N. Hudson Ave.,90038.0,13.0,2017,2.0,23,0.0869565217391304,2017,DB,90038,2022-08-25 00:00:00,,,2.0,,,,,deduplicated_matched,718 N. Hudson Ave.,34.0840698,-118.3318222
3647 S. Hughes Ave.,90034.0,5.0,2017,1.0,8,0.125,2017,DB,90034,2020-08-13 00:00:00,,,1.0,,,,,deduplicated_matched,3647 S. Hughes Ave.,34.0264116,-118.4014758
5151 W. Romaine St.,90029.0,13.0,2017,75.0,76,0.986842105263158,2017,DB,90029,2018-01-31 00:00:00,,,,75.0,,,,deduplicated_matched,5151 W. Romaine St.,34.0887974,-118.3039095
5715 W. Harold Way,90028.0,13.0,2017,3.0,40,0.075,2017,DB,90028,2021-04-23 00:00:00,,,3.0,,,,,deduplicated_matched,5715 W. Harold Way,34.0995333,-118.3142027
6417 N. Figueroa St.,90042.0,14.0,2017,2.0,21,0.0952380952380952,2017,DB,90042,2021-12-14 00:00:00,,,2.0,,,,,deduplicated_matched,6417 N. Figueroa St.,34.1184543,-118.1837739
8555 W. Colgate Ave.,90048.0,5.0,2017,1.0,10,0.1,2017,DB,90048,2021-06-17 00:00:00,,,1.0,,,,,deduplicated_matched,8555 W. Colgate Ave.,34.0709958,-118.378169
11916 W. Pico Blvd.,90064.0,11.0,2017,9.0,100,0.09,2017,DB,90064,2020-07-06 00:00:00,,,9.0,,,,,deduplicated_matched,11916 W. Pico Blvd.,34.0298043,-118.4486693
22121 W. Clarendon St.,91367.0,3.0,2017,26.0,335,0.0776119402985074,2017,DB,91367,,,,26.0,,,,,deduplicated_matched,22121 W. Clarendon St.,34.17002250000001,-118.6085502
11925 W. Louise Ave.,90066.0,11.0,2017,4.0,49,0.0816326530612244,2017,DB,90066,2021-05-06 00:00:00,,,4.0,,,,,deduplicated_matched,11925 W. Louise Ave.,34.2875161,-118.5110693
12431 W. Rochester Ave.,90025.0,11.0,2017,5.0,50,0.1,2017,DB,90025,2020-06-11 00:00:00,,,5.0,,,,,deduplicated_matched,12431 W. Rochester Ave.,34.038846,-118.467856
11671 W. Erwin St.,91606.0,2.0,2017,1.0,10,0.1,2017,DB,91606,2021-02-11 00:00:00,,,1.0,,,,,deduplicated_matched,11671 W. Erwin St.,34.1829925,-118.3935511
10757 W. Palms Blvd.,90034.0,5.0,2017,1.0,14,0.0714285714285714,2017,DB,90034,2021-07-08 00:00:00,,,1.0,,,,,deduplicated_matched,10757 W. Palms Blvd.,34.0063716,-118.4458212
4864 W. Melrose Ave.,90004.0,13.0,2017,6.0,51,0.1176470588235294,2017,DB,90004,2019-03-12 00:00:00,,,6.0,,,,,deduplicated_matched,4864 W. Melrose Ave.,34.08334,-118.30645
3671 S. Western Ave.,90018.0,8.0,2017,32.0,33,0.9696969696969696,2017,DB,90018,2021-01-14 00:00:00,,,5.0,,27.0,,,deduplicated_matched,3671 S. Western Ave.,34.02138,-118.30918
1832 S. Barrington Ave.,90025.0,11.0,2017,1.0,11,0.0909090909090909,2017,DB,90025,2023-12-27 00:00:00,,,1.0,,,,,deduplicated_matched,1832 S. Barrington Ave.,34.0392973,-118.4519044
750 S. Kingsley Dr.,90005.0,10.0,2017,6.0,68,0.088235294117647,2017,DB,90005,2021-04-30 00:00:00,,,6.0,,,,,deduplicated_matched,750 S. Kingsley Dr.,34.0583163,-118.3027881
610 S. Van Ness Ave.,90005.0,13.0,2017,1.0,12,0.0833333333333333,2017,DB,90005,2021-02-26 00:00:00,,,1.0,,,,"Proj. Permit Compl., Design Review",deduplicated_matched,610 S. Van Ness Ave.,34.0628121,-118.3149325
519 N. Normandie Ave.,90004.0,13.0,2017,1.0,14,0.0714285714285714,2017,DB,90004,2023-09-19 00:00:00,,,1.0,,,,,deduplicated_matched,519 N. Normandie Ave.,34.0805758,-118.3007728
12444 W. Chandler Blvd.,91607.0,2.0,2017,9.0,69,0.1304347826086956,2017,DB,91607,2020-06-12 00:00:00,,,9.0,,,,,deduplicated_matched,12444 W. Chandler Blvd.,34.1682011,-118.4269129
6109 S. Crenshaw Blvd.,90043.0,8.0,2017,9.0,75,0.12,2017,DB,90043,2021-09-09 00:00:00,,,9.0,,,,,deduplicated_matched,6109 S. Crenshaw Blvd.,33.9841781,-118.3311915
11445 W. Riverside Dr.,91602.0,2.0,2017,2.0,29,0.0689655172413793,2017,DB,91602,2021-08-12 00:00:00,,,2.0,,,,,deduplicated_matched,11445 W. Riverside Dr.,34.154216,-118.326101
161 S. Normandie Ave.,90004.0,10.0,2017,1.0,13,0.0769230769230769,2017,DB,90004,2019-10-03 00:00:00,,,1.0,,,,,deduplicated_matched,161 S. Normandie Ave.,34.0719441,-118.3007585
11616 W. Burbank Blvd.,91601.0,2.0,2017,2.0,21,0.0952380952380952,2017,DB,91601,2020-11-18 00:00:00,,,2.0,,,,,deduplicated_matched,11616 W. Burbank Blvd.,34.1723993,-118.6449145
11837 W. Mayfield Ave.,90049.0,11.0,2017,2.0,26,0.0769230769230769,2017,DB,90049,,,,2.0,,,,,deduplicated_matched,11837 W. Mayfield Ave.,34.0499413,-118.4662052
4170 W. 5th St.,90020.0,13.0,2017,4.0,32,0.125,2017,DB,90020,2018-08-30 00:00:00,,,4.0,,,,,deduplicated_matched,4170 W. 5th St.,34.0651232,-118.3098147
6740 S. Brynhurst Ave.,90043.0,8.0,2017,2.0,12,0.1666666666666666,2017,DB,90043,2019-11-07 00:00:00,,,2.0,,,,,deduplicated_matched,6740 S. Brynhurst Ave.,33.9769905,-118.3333788
1314 1/2 Westerly Ter.,90026.0,13.0,2017,1.0,4,0.25,2017,Other/Discretionary,90026,2017-11-07 00:00:00,,,1.0,,,,Zoning Variance,deduplicated_matched,1314/2 Westerly Ter.,34.0837262,-118.2728945
4415 S. San Pedro St.,90011.0,9.0,2017,1.0,3,0.3333333333333333,2017,Other/Discretionary,90011,2018-07-11 00:00:00,,,,1.0,,,UDU,deduplicated_matched,4415 S. San Pedro St.,34.0034215,-118.2698529
1331 N. Cahuenga Blvd.,90028.0,13.0,2017,20.0,369,0.05420054200542,2017,Other/Discretionary,90028,2022-01-10 00:00:00,,,,,20.0,,Zoning Administrator's Adj.,deduplicated_matched,1331 N. Cahuenga Blvd.,34.0955406,-118.3294343
4451 N. Vista Del Monte Ave.,91403.0,4.0,2017,1.0,16,0.0625,2017,Other/Discretionary,91403,2018-03-20 00:00:00,,,,,1.0,,Zoning Variance,deduplicated_matched,4451 N. Vista Del Monte Ave.,34.1526035,-118.4501452
2815 S. Ocean Front Walk,90291.0,11.0,2017,1.0,3,0.3333333333333333,2017,Other/Discretionary,90291,06/04/21 (Term.),,,,,1.0,,UDU,deduplicated_matched,2815 S. Ocean Front Walk,33.9803392,-118.4677653
1405 N. Talmadge St.,90027.0,4.0,2017,1.0,3,0.3333333333333333,2017,Other/Discretionary,90027,2019-02-12 00:00:00,,,,,1.0,,UDU,deduplicated_matched,1405 N. Talmadge St.,34.0971712,-118.2834971
7070 S. Flight Ave.,90045.0,11.0,2017,1.0,20,0.05,2017,Other/Discretionary,90045,2022-01-06 00:00:00,,,,,1.0,,Zoning Variance,deduplicated_matched,7070 S. Flight Ave.,33.9746376,-118.3761012
12626 W. Burbank Blvd.,91607.0,2.0,2017,1.0,25,0.04,2017,Other/Discretionary,91607,2018-10-18 00:00:00,,,,,1.0,,UDU,deduplicated_matched,12626 W. Burbank Blvd.,34.1722422,-118.6443478
1210 S. Sherbourne Dr.,90035.0,5.0,2017,1.0,9,0.1111111111111111,2017,Other/Discretionary,90035,2018-09-27 00:00:00,,,,,1.0,,UDU,deduplicated_matched,1210 S. Sherbourne Dr.,34.0553057,-118.3791438
15705 W. Vose St.,91406.0,6.0,2017,1.0,14,0.0714285714285714,2017,Other/Discretionary,91406,2018-05-15 00:00:00,,,1.0,,,,UDU,deduplicated_matched,15705 W. Vose St.,34.1987157,-118.4753147
1010 E. Jefferson Blvd.,90011.0,9.0,2017,40.0,41,0.975609756097561,2017,DB,90011,2019-08-12 00:00:00,,,2.0,38.0,,,,deduplicated_matched,1010 E. Jefferson Blvd.,34.0119979,-118.2578329
1601 N. Hobart Blvd.,90027.0,13.0,2017,53.0,54,0.9814814814814816,2017,DB,90027,2019-06-18 00:00:00,,,25.0,16.0,12.0,,,deduplicated_matched,1601 N. Hobart Blvd.,34.100016,-118.306066
320 N. Madison Ave.,90004.0,13.0,2017,120.0,122,0.9836065573770492,2017,DB,90004,2020-12-17 00:00:00,,,14.0,106.0,,,"Specific Plan Excep., Proj. Permit Compl. Review",deduplicated_matched,320 N. Madison Ave.,34.07701309999999,-118.288958
8862 W. Pico Blvd.,90035.0,5.0,2017,47.0,48,0.9791666666666666,2017,DB,90035,2021-01-25 00:00:00,,,3.0,44.0,,,,deduplicated_matched,8862 W. Pico Blvd.,34.05475,-118.38522
1301 W. 7th St.,90017.0,1.0,2017,75.0,76,0.986842105263158,2017,TOC,90017,2021-05-11 00:00:00,,,75.0,,,,,deduplicated_matched,1301 W. 7th St.,34.0526363,-118.2676913
252 S. Rampart Blvd.,90057.0,13.0,2017,23.0,23,1.0,2017,TOC,90057,2021-03-10 00:00:00,,,,23.0,,,,deduplicated_matched,252 S. Rampart Blvd.,34.06697279999999,-118.2779718
649 S. Wall St.,90014.0,14.0,2017,54.0,55,0.9818181818181818,2017,TOC,90014,2021-08-24 00:00:00,,,54.0,,,,,deduplicated_matched,649 S. Wall St.,34.0723647,-118.3858164
3015 S. West View St.,90016.0,10.0,2017,63.0,64,0.984375,2017,DB,90016,2020-03-12 00:00:00,,,7.0,56.0,,,,deduplicated_matched,3015 S. West View St.,34.0263842,-118.3535463
14827 W Victory Blvd,91411.0,6.0,2016,2.0,9,0.2222222222222222,2016,DB,91411,,,,1.0,1.0,,,,deduplicated_matched,14827 W Victory Blvd,34.1864751,-118.4677373
7004 N Lennox Ave,91405.0,6.0,2016,1.0,8,0.125,2016,DB,91405,2018-09-26 00:00:00,,,,1.0,,,,deduplicated_matched,7004 N Lennox Ave,34.1977572,-118.4450945
2651 S Hobart Blvd,90018.0,8.0,2016,1.0,9,0.1111111111111111,2016,DB,90018,2019-04-10 00:00:00,,,,1.0,,,,deduplicated_matched,2651 S Hobart Blvd,34.0310865,-118.3082995
6328 N Hazeltine Ave,91401.0,2.0,2016,1.0,7,0.1428571428571428,2016,DB,91401,2020-03-11 00:00:00,,,,1.0,,,,deduplicated_matched,6328 N Hazeltine Ave,34.185549,-118.4396458
639 N Fairfax Ave,90036.0,5.0,2016,4.0,48,0.0833333333333333,2016,DB,90036,2018-12-07 00:00:00,,,4.0,,,,,deduplicated_matched,639 N Fairfax Ave,34.0827502,-118.3616524
1115 S Cardiff Ave,90035.0,5.0,2016,2.0,21,0.0952380952380952,2016,DB,90035,2020-02-24 00:00:00,,,2.0,,,,,deduplicated_matched,1115 S Cardiff Ave,34.056663,-118.3920704
860 E Florence Ave,90001.0,9.0,2016,5.0,30,0.1666666666666666,2016,DB,90001,2019-06-17 00:00:00,,,,5.0,,,,deduplicated_matched,860 E Florence Ave,33.9746193,-118.2590247
1306 N Orange Dr,90028.0,13.0,2016,1.0,12,0.0833333333333333,2016,DB,90028,2018-05-18 00:00:00,,,1.0,,,,,deduplicated_matched,1306 N Orange Dr,34.0946442,-118.3412496
3743 S Midvale Ave,90066.0,5.0,2016,1.0,14,0.0714285714285714,2016,DB,90066,2019-07-08 00:00:00,,,1.0,,,,,deduplicated_matched,3743 S Midvale Ave,34.0172961,-118.4118712
5812 W Virginia Ave,90038.0,13.0,2016,1.0,12,0.0833333333333333,2016,DB,90038,2018-10-19 00:00:00,,,1.0,,,,,deduplicated_matched,5812 W Virginia Ave,34.091543,-118.3162656
