Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Rec Year,Entitlement,Zip,C of O,Extremely Low (AMI 30%),"Very, Very Low (45%)",Very Low (AMI 50%),Low (AMI 50%-80%),Moderate (AMI 120%),Workforce (AMI 150%),Types of Density Bonus/Discretionary/Specific Plan,source,Cleaned_Address,LAT,LONG
2820 W. 7th St.,90005.0,1.0,2021,7.0,166,0.0421686746987951,2021,Other/Discretionary,90005,,,,7.0,,,,DB; Zone Change,deduplicated_matched,2820 W. 7th St.,34.05961,-118.28489
841 E. Venice Blvd.,90291.0,1.0,2021,8.0,9,0.8888888888888888,2021,Other/Discretionary,90291,,,,,8.0,,,Qualified Permanent Supportive Housing; approval of a Coasta Development Permit and a Mello Act Compliance Review,deduplicated_matched,841 E. Venice Blvd.,33.9930652,-118.455233
516 N. Fries Ave.,90744.0,15.0,2021,38.0,39,0.9743589743589745,2019,DB,90744,,,,2.0,15.0,,,,deduplicated_matched,516 N. Fries Ave.,33.7760596,-118.264448
1734 E. 55th St.,90058.0,9.0,2021,39.0,40,0.975,2021,Other/Discretionary,90058,2024-08-20 00:00:00,,,,39.0,,,Qualified Permanent Supportive Housing,deduplicated_matched,1734 E. 55th St.,33.9928594,-118.2416961
14130 W. Riverside Dr.,91423.0,4.0,2021,25.0,249,0.1004016064257028,2021,Other/Discretionary,91423,,,,,,25.0,,Zone Change; Master Conditional Use Permit; Site Plan Review,deduplicated_matched,14130 W. Riverside Dr.,34.154216,-118.326101
5504 W. Hollywood Blvd.,90027.0,13.0,2021,78.0,79,0.9873417721518988,2021,Other/Discretionary,90027/90028,,,,,64.0,14.0,,SB 35; AB 1763; 145% DB,deduplicated_matched,5504 W. Hollywood Blvd.,34.1015161,-118.3096799
445 N. Avalon Blvd.,90744.0,15.0,2021,73.0,74,0.9864864864864864,2021,Other/Discretionary,90744,,,,,73.0,,,QPSH,deduplicated_matched,445 N. Avalon Blvd.,33.775445,-118.2623241
5627 W. Fernwood Ave.,90028.0,13.0,2021,59.0,60,0.9833333333333332,2021,DB,90028,2023-08-16 00:00:00,,,,59.0,,,Waiver of Development Standards,deduplicated_matched,5627 W. Fernwood Ave.,34.0961619,-118.3119025
14536 W. Burbank Blvd.,91411.0,4.0,2021,54.0,55,0.9818181818181818,2021,DB,91411,2024-06-27 00:00:00,,,17.0,37.0,,,Conditional Use Permit,deduplicated_matched,14536 W. Burbank Blvd.,34.1722422,-118.6443478
16015 Sherman Way 1-46,91406.0,6.0,2021,45.0,46,0.9782608695652174,2021,DB,91406,,,,45.0,,,,AB 2162,deduplicated_matched,16015 Sherman Way,34.201467,-118.4822502
405 N. Westlake Ave.,90026.0,13.0,2021,18.0,19,0.9473684210526316,2021,DB,90026,,,,,16.0,2.0,,AB 1763,deduplicated_matched,405 N. Westlake Ave.,34.0700801,-118.2666635
100 W. 55th St.,90037.0,9.0,2021,56.0,57,0.9824561403508772,2021,DB,90037,2024-11-07 00:00:00,,,33.0,23.0,,,"SB 35, PSH",deduplicated_matched,100 W. 55th St.,33.9921915,-118.2741296
11001 S. Broadway,90061.0,8.0,2021,54.0,55,0.9818181818181818,2021,DB,90061,2023-09-20 00:00:00,,,,54.0,,,AB 1763; AB 2162,deduplicated_matched,11001 S. Broadway,33.9353824,-118.2786528
11010 W. Santa Monica Blvd.,90025.0,5.0,2021,50.0,51,0.9803921568627452,2021,DB,90025,,,,,50.0,,,AB 1763; SB 35; PSH,deduplicated_matched,11010 W. Santa Monica Blvd.,34.048092,-118.4414552
341 N. Mathews St,90033.0,14.0,2021,76.0,77,0.987012987012987,2021,DB,90033,"4/3/2024 (Partial), 4/11/24",,,,76.0,,,AB 1763,deduplicated_matched,341 N. Mathews St,34.0459,-118.20695
1141 S. Crenshaw Blvd.,90019.0,10.0,2021,42.0,43,0.9767441860465116,2021,DB,90019,2024-09-24 00:00:00,,,,42.0,,,Density Bonus; AB 2162; AB 1763; PSH,deduplicated_matched,1141 S. Crenshaw Blvd.,34.0515298,-118.3250963
3016 N. Main St.,90031.0,14.0,2021,96.0,97,0.9896907216494846,2021,DB,90031,,49.0,,,47.0,,,,deduplicated_matched,3016 N. Main St.,34.065861,-118.2095224
1800 E. 1st St.,90033.0,14.0,2021,43.0,44,0.9772727272727272,2021,DB,90033,,,,43.0,,,,,deduplicated_matched,1800 E. 1st St.,34.04703,-118.21954
116 N. Lorena St.,90063.0,14.0,2021,48.0,49,0.979591836734694,2021,DB,90063,,,,24.0,24.0,,,,deduplicated_matched,116 N. Lorena St.,34.0376978,-118.1944578
10243 N. Topanga Canyon Blvd.,91311.0,12.0,2021,54.0,55,0.9818181818181818,2021,DB,91311,2024-05-29 00:00:00,54.0,,,,,,,deduplicated_matched,10243 N. Topanga Canyon Blvd.,34.1146633,-118.5919163
11604 W. Vanowen St.,91606.0,2.0,2021,48.0,49,0.979591836734694,2021,TOC,91606,,,,6.0,42.0,,,TOC Tier 2,deduplicated_matched,11604 W. Vanowen St.,34.1937332,-118.3847154
1611 W. Montana St.,90026.0,13.0,2021,63.0,64,0.984375,2021,TOC,90026,2023-09-19 00:00:00,,,,63.0,,,TOC Tier 4,deduplicated_matched,1611 W. Montana St.,34.1808595,-118.1590575
1055 S. Mariposa Ave.,90006.0,10.0,2021,40.0,41,0.975609756097561,2021,TOC,90006,2023-11-13 00:00:00,,,7.0,33.0,,,TOC Tier 4,deduplicated_matched,1055 S. Mariposa Ave.,34.0512663,-118.2992547
2721 W. Wilshire Blvd.,90057.0,1.0,2021,63.0,64,0.984375,2021,TOC,90057,,8.0,,,55.0,,,TOC Tier 4,deduplicated_matched,2721 W. Wilshire Blvd.,34.0613969,-118.2829291
1040 N. Kenmore Ave.,90029.0,13.0,2021,62.0,62,1.0,2021,TOC,90029,2024-02-22 00:00:00,62.0,,,,,,TOC Tier 4; Project Permit Compliance,deduplicated_matched,1040 N. Kenmore Ave.,34.0905104,-118.2970479
6527 S. Crenshaw Blvd.,90043.0,8.0,2021,42.0,43,0.9767441860465116,2021,TOC,90043,2023-12-13 00:00:00,5.0,,1.0,36.0,,,TOC Tier 3,deduplicated_matched,6527 S. Crenshaw Blvd.,33.9797052,-118.3314633
441 S. Westlake Ave.,90057.0,1.0,2021,62.0,63,0.984126984126984,2021,TOC,90057,2024-06-11 00:00:00,62.0,,,,,,TOC Tier 4,deduplicated_matched,441 S. Westlake Ave.,34.05992579999999,-118.2735201
2652 W. Pico Blvd.,90006.0,1.0,2021,53.0,54,0.9814814814814816,2021,TOC,90006,2024-03-26 00:00:00,,,,53.0,,,TOC Tier 3,deduplicated_matched,2652 W. Pico Blvd.,34.0469394,-118.2962418
849 N. La Brea Ave.,90038.0,5.0,2021,49.0,50,0.98,2021,TOC,90038,2024-01-30 00:00:00,,,,49.0,,,TOC Tier 3,deduplicated_matched,849 N. La Brea Ave.,34.0866001,-118.3443738
4601 W. Washington Blvd.,90016.0,10.0,2021,33.0,33,1.0,2021,TOC,90016/90019,2024-12-04 00:00:00,3.0,,,30.0,,,TOC Tier 2,deduplicated_matched,4601 W. Washington Blvd.,34.04001,-118.33992
619 S. Westlake,90057.0,1.0,2021,9.0,78,0.1153846153846153,2021,TOC,90057,2024-07-11 00:00:00,9.0,,,,,,TOC Tier 4,deduplicated_matched,619 S. Westlake,34.0584592,-118.2741783
1047 S. Harvard Blvd.,90006.0,10.0,2021,46.0,47,0.9787234042553192,2021,TOC,90006,,6.0,,1.0,39.0,,,TOC Tier 4,deduplicated_matched,1047 S. Harvard Blvd.,34.05128,-118.30433
20120 W. Sherman Way,91306.0,3.0,2021,89.0,91,0.978021978021978,2021,DB,91306,2024-02-06 00:00:00,,,10.0,,79.0,,,deduplicated_matched,20120 W. Sherman Way,34.2010762,-118.5262333
6576 S. West Blvd.,90043.0,8.0,2021,63.0,64,0.984375,2021,Other/Discretionary,90043,,,,15.0,48.0,,,"142.5% Density Bonus, no residential parking spaces per SB 35, three (3) waivers of development standards",deduplicated_matched,6576 S. West Blvd.,33.9331221,-118.2883887
921 S. Beacon St.,90731.0,15.0,2021,10.0,100,0.1,2021,Other/Discretionary,90731,2024-08-14 00:00:00,,,10.0,,,,Mello Act,deduplicated_matched,921 S. Beacon St.,33.7355921,-118.280605
401 E. 6th St.,90014.0,14.0,2021,93.0,94,0.9893617021276596,2021,Other/Discretionary,90014,,,,83.0,10.0,,,Greater Downtown Housing Incentive Area,deduplicated_matched,401 E. 6th St.,34.0428674,-118.2460015
555 S. Crocker St. (UPPER),90013.0,14.0,2021,133.0,134,0.9925373134328358,2021,Other/Discretionary,90013,,,,133.0,,,,General Plan Amendment; Zone Change and Height District Change,deduplicated_matched,555 S. Crocker St. (UPPER),34.0422253,-118.2440652
555 S. Crocker St. (LOWER),90013.0,14.0,2021,142.0,144,0.9861111111111112,2021,Other/Discretionary,90013,,,,133.0,,,,General Plan Amendment; Zone Change and Height District Change,deduplicated_matched,555 S. Crocker St. (LOWER),34.0422253,-118.2440652
450 S. Stanford Ave.,90013.0,14.0,2021,94.0,95,0.9894736842105264,2021,Other/Discretionary,90013,,,,94.0,,,,Zoning Administrator's Determination (adaptive reuse),deduplicated_matched,450 S. Stanford Ave.,33.8963988,-118.2606936
111 S. Soto St.,90033.0,14.0,2021,63.0,64,0.984375,2021,Other/Discretionary,90033,2024-12-23 00:00:00,4.0,,,59.0,,,"GPA, SPR, VZC",deduplicated_matched,111 S. Soto St.,34.043569,-118.2101167
12444 W. Venice Blvd.,90066.0,11.0,2020,7.0,77,0.0909090909090909,2020,DB,90066,2023-03-10 00:00:00,,,7.0,,,,,deduplicated_matched,12444 W. Venice Blvd.,34.0452252,-118.350816
2062 E. 99th Pl.,90002.0,15.0,2020,77.0,80,0.9625,2020,DB,90002,,,,12.0,58.0,7.0,,,deduplicated_matched,2062 E. 99th Pl.,33.9466699,-118.2355701
943 W. 82nd St.,90044.0,8.0,2020,2.0,16,0.125,2020,DB,90044,,,,2.0,,,,,deduplicated_matched,943 W. 82nd St.,33.964468,-118.2905976
1011 N. Everett St.,90026.0,1.0,2020,5.0,50,0.1,2020,DB,90026,,,,5.0,,,,,deduplicated_matched,1011 N. Everett St.,34.1602165,-118.2460839
1137 W. 7th St.,90017.0,1.0,2020,19.0,225,0.0844444444444444,2020,DB,90017,,,,19.0,,,,,deduplicated_matched,1137 W. 7th St.,34.0514243,-118.2653247
17454 W. Chatsworth St.,91344.0,12.0,2020,3.0,54,0.0555555555555555,2020,DB,91344,,,,3.0,,,,,deduplicated_matched,17454 W. Chatsworth St.,34.2644544,-118.5152675
10657 W. Moorpark St.,91602.0,2.0,2020,2.0,15,0.1333333333333333,2020,DB,91602,,,,1.0,1.0,,,,deduplicated_matched,10657 W. Moorpark St.,34.1506101,-118.363521
11701 W. Santa Monica Blvd.,90025.0,11.0,2020,4.0,51,0.0784313725490196,2020,DB,90025,,,,4.0,,,,,deduplicated_matched,11701 W. Santa Monica Blvd.,34.0438534,-118.4564158
3705 S. McLaughlin Ave.,90066.0,11.0,2020,2.0,21,0.0952380952380952,2020,DB,90066,2024-05-29 00:00:00,,,2.0,,,,,deduplicated_matched,3705 S. McLaughlin Ave.,34.010302,-118.4264261
3800 S. Figueroa St.,90037.0,9.0,2020,12.0,79,0.1518987341772152,2020,DB,90037,2023-03-22 00:00:00,,,8.0,,,4.0,,deduplicated_matched,3800 S. Figueroa St.,34.0155353,-118.2824367
4055 W. Oakwood Ave.,90004.0,13.0,2020,14.0,68,0.2058823529411764,2020,DB,90004,2023-11-01 00:00:00,,,10.0,4.0,,,,deduplicated_matched,4055 W. Oakwood Ave.,34.077905,-118.2948275
5801 W. Camerford Ave.,90038.0,13.0,2020,5.0,36,0.1388888888888889,2020,DB,90038,2023-01-24 00:00:00,,,4.0,1.0,,,,deduplicated_matched,5801 W. Camerford Ave.,34.0846024,-118.32462
7125 N. Sepulveda Blvd.,91405.0,5.0,2020,20.0,180,0.1111111111111111,2020,DB,91405,,,,20.0,,,,,deduplicated_matched,7125 N. Sepulveda Blvd.,34.2055452,-118.4659635
1132 N. Orange Dr.,90038.0,13.0,2020,3.0,24,0.125,2020,DB,90038,,,,3.0,,,,,deduplicated_matched,1132 N. Orange Dr.,34.0917208,-118.3413467
5181 W. Adams Blvd.,90016.0,10.0,2020,13.0,115,0.1130434782608695,2020,DB,90016,2023-12-27 00:00:00,,,13.0,,,,Site Plan Review,deduplicated_matched,5181 W. Adams Blvd.,34.0327881,-118.354801
11701 W. Gateway Blvd.,90064.0,11.0,2020,7.0,73,0.0958904109589041,2020,DB,90064,2023-07-27 00:00:00,,,6.0,,,1.0,,deduplicated_matched,11701 W. Gateway Blvd.,34.02849399999999,-118.443677
5621 W. La Mirada Ave.,90038.0,13.0,2020,2.0,14,0.1428571428571428,2020,DB,90038,,,,2.0,,,,,deduplicated_matched,5621 W. La Mirada Ave.,34.0940009,-118.3117946
6120 N. Woodman Ave.,91401.0,2.0,2020,1.0,16,0.0625,2020,DB,91401,2023-11-03 00:00:00,,,1.0,,,,,deduplicated_matched,6120 N. Woodman Ave.,34.2116193,-118.4311424
1212 S. Westmoreland Ave.,90006.0,1.0,2020,4.0,38,0.1052631578947368,2020,DB,90006,,,,4.0,,,,,deduplicated_matched,1212 S. Westmoreland Ave.,34.0487216,-118.2885832
12101 W. Olympic Blvd.,90064.0,11.0,2020,121.0,600,0.2016666666666666,2020,DB,90064,2024-09-17 00:00:00,,,31.0,,,90.0,,deduplicated_matched,12101 W. Olympic Blvd.,34.0326635,-118.4547249
8750 N. Sepulveda Blvd.,91343.0,11.0,2020,5.0,43,0.1162790697674418,2020,DB,91343,,,,5.0,,,,,deduplicated_matched,8750 N. Sepulveda Blvd.,34.1281642,-118.4801929
11168 W. Morrison St.,91601.0,2.0,2020,1.0,14,0.0714285714285714,2020,DB,91601,2023-05-22 00:00:00,,,1.0,,,,,deduplicated_matched,11168 W. Morrison St.,34.16054829999999,-118.3744071
2528 S. Grand Ave.,90007.0,9.0,2020,28.0,296,0.0945945945945946,2020,DB,90007,2024-04-09 00:00:00,,,25.0,,,3.0,"General Plan Amendment, Vesting Zone Change",deduplicated_matched,2528 S. Grand Ave.,34.02659,-118.27198
11600 W. Santa Monica Blvd.,90025.0,11.0,2020,9.0,100,0.09,2020,DB,90025,,,,9.0,,,,,deduplicated_matched,11600 W. Santa Monica Blvd.,34.0781631,-118.3952246
10247 N. Hillhaven Ave.,91042.0,7.0,2020,2.0,14,0.1428571428571428,2020,DB,91042,,,,2.0,,,,,deduplicated_matched,10247 N. Hillhaven Ave.,34.255461,-118.2899822
12331 W. Palms Blvd.,90066.0,11.0,2020,3.0,32,0.09375,2020,DB,90066,,,,3.0,,,,,deduplicated_matched,12331 W. Palms Blvd.,34.0063716,-118.4458212
10132 N. Commerce Ave.,91042.0,7.0,2020,6.0,37,0.1621621621621621,2020,DB,91042,2024-01-02 00:00:00,,,4.0,2.0,,,,deduplicated_matched,10132 N. Commerce Ave.,34.25325,-118.28846
1721 S. Colby Ave.,90025.0,11.0,2020,6.0,34,0.1764705882352941,2020,DB,90025,,,,4.0,2.0,,,,deduplicated_matched,1721 S. Colby Ave.,34.0424458,-118.4510097
1563 S. Fairfax Ave.,90019.0,10.0,2020,1.0,10,0.1,2020,DB,90019,2022-05-13 00:00:00,,,1.0,,,,,deduplicated_matched,1563 S. Fairfax Ave.,34.0479716,-118.3677748
10403 W. Eastborne Ave.,90024.0,5.0,2020,3.0,34,0.088235294117647,2020,DB,90024,,,,3.0,,,,,deduplicated_matched,10403 W. Eastborne Ave.,34.0583623,-118.4251467
6948 N. Woodman Ave.,91405.0,2.0,2020,2.0,23,0.0869565217391304,2020,DB,91405,,,,2.0,,,,,deduplicated_matched,6948 N. Woodman Ave.,34.2116193,-118.4311424
2923 N. Allesandro St.,90039.0,13.0,2020,3.0,19,0.1578947368421052,2020,DB,90039,,,,3.0,,,,,deduplicated_matched,2923 N. Allesandro St.,34.1049791,-118.2460496
13562 W. Rye St,91423.0,4.0,2020,6.0,69,0.0869565217391304,2020,DB,91423,,,,6.0,,,,,deduplicated_matched,13562 W. Rye St,34.1514818,-118.4289091
4406 N. Fulton Ave.,91423.0,4.0,2020,2.0,25,0.08,2020,DB,91423,2024-08-23 00:00:00,,,2.0,,,,,deduplicated_matched,4406 N. Fulton Ave.,34.15075,-118.42232
10218 N. Fernglen Ave.,91042.0,7.0,2020,1.0,10,0.1,2020,DB,91042,,,,1.0,,,,,deduplicated_matched,10218 N. Fernglen Ave.,34.25471,-118.2941915
11460 W. Gateway Blvd.,90064.0,11.0,2020,15.0,129,0.1162790697674418,2020,DB,90064,,,,15.0,,,,,deduplicated_matched,11460 W. Gateway Blvd.,34.0335645,-118.441465
13148 W. Victory Blvd.,91401.0,2.0,2020,1.0,12,0.0833333333333333,2020,DB,91401,,,,,1.0,,,,deduplicated_matched,13148 W. Victory Blvd.,34.1864751,-118.4676387
2910 N. Allesandro St.,90039.0,13.0,2020,5.0,36,0.1388888888888889,2020,DB,90039,2023-11-17 00:00:00,,,5.0,,,,,deduplicated_matched,2910 N. Allesandro St.,34.1041985,-118.2457575
2957 N. Allesandro St.,90039.0,13.0,2020,4.0,25,0.16,2020,DB,90039,,,,4.0,,,,,deduplicated_matched,2957 N. Allesandro St.,34.1055559,-118.2450482
5817 W. Lexington Ave.,90038.0,13.0,2020,3.0,21,0.1428571428571428,2020,DB,90038,2024-06-13 00:00:00,,,2.0,1.0,,,,deduplicated_matched,5817 W. Lexington Ave.,34.1516759,-118.2631361
9515 S. Compton Ave.,90002.0,15.0,2020,20.0,21,0.9523809523809524,2020,TOC,90002,2022-07-25 00:00:00,2.0,,,18.0,,,TOC Tier 2,deduplicated_matched,9515 S. Compton Ave.,33.9198476,-118.2462306
132 N. Rosemont Ave.,90026.0,13.0,2020,2.0,14,0.1428571428571428,2020,TOC,90026,2024-09-06 00:00:00,1.0,,1.0,,,,TOC Tier 1,deduplicated_matched,132 N. Rosemont Ave.,34.0685291,-118.2719165
2347 W. Ocean View Ave.,90057.0,1.0,2020,2.0,20,0.1,2020,TOC,90057,,2.0,,,,,,TOC Tier 3,deduplicated_matched,2347 W. Ocean View Ave.,34.0631466,-118.2769295
217 W. Avenue 37,90065.0,1.0,2020,1.0,5,0.2,2020,TOC,90065,,,,1.0,,,,TOC Tier 3,deduplicated_matched,217 W. Avenue,34.3123172,-118.4816555
6401 S. Avalon Blvd.,90003.0,9.0,2020,27.0,28,0.9642857142857144,2020,TOC,90003,2022-07-25 00:00:00,3.0,,24.0,,,,TOC Tier 2,deduplicated_matched,6401 S. Avalon Blvd.,33.9814175,-118.2654232
11514 W. Cumpston St.,91601.0,2.0,2020,2.0,11,0.1818181818181818,2020,TOC,91601,2023-03-13 00:00:00,1.0,,1.0,,,,TOC Tier 3,deduplicated_matched,11514 W. Cumpston St.,34.1694068,-118.3828919
8833 S. Reading Ave.,90045.0,11.0,2020,5.0,33,0.1515151515151515,2020,TOC,90045,,2.0,,3.0,,,,TOC Tier 3,deduplicated_matched,8833 S. Reading Ave.,33.9568595,-118.3818282
521 N. Gramercy Pl.,90004.0,13.0,2020,5.0,32,0.15625,2020,TOC,90004,2023-04-01 00:00:00,2.0,,2.0,1.0,,,TOC Tier 2,deduplicated_matched,521 N. Gramercy Pl.,34.0809424,-118.3127838
321 S. Fickett St.,90033.0,14.0,2020,2.0,16,0.125,2020,TOC,90033,2024-10-18 00:00:00,2.0,,,,,,TOC Tier 3,deduplicated_matched,321 S. Fickett St.,34.03998,-118.20927
5755 N. Tujunga Ave.,91601.0,2.0,2020,4.0,34,0.1176470588235294,2020,TOC,91601,2022-09-22 00:00:00,4.0,,,,,,TOC Tier 3,deduplicated_matched,5755 N. Tujunga Ave.,34.2334089,-118.3818787
4575 W. Santa Monica Blvd.,90029.0,13.0,2020,2.0,16,0.125,2020,TOC,90029,2024-03-07 00:00:00,2.0,,,,,,TOC Tier 3,deduplicated_matched,4575 W. Santa Monica Blvd.,34.0910276,-118.2885785
1825 N. New Hampshire Ave.,90027.0,4.0,2020,3.0,21,0.1428571428571428,2020,TOC,90027,,3.0,,,,,,TOC Tier 3,deduplicated_matched,1825 N. New Hampshire Ave.,34.10432,-118.29344
5068 W. Romaine St.,90029.0,13.0,2020,2.0,18,0.1111111111111111,2020,TOC,90029,2024-02-06 00:00:00,2.0,,,,,,TOC Tier 2,deduplicated_matched,5068 W. Romaine St.,34.08828,-118.3027
970 S. Fedora St.,90006.0,10.0,2020,5.0,50,0.1,2020,TOC,90006,2021-11-19 00:00:00,5.0,,,,,,TOC Tier 3,deduplicated_matched,970 S. Fedora St.,34.0545083,-118.2977231
11155 W. Huston St.,91601.0,2.0,2020,2.0,24,0.0833333333333333,2020,TOC,91601,2023-03-14 00:00:00,2.0,,,,,,TOC Tier 1,deduplicated_matched,11155 W. Huston St.,34.1600764,-118.3736061
3609 W. Olympic Blvd.,90019.0,5.0,2020,6.0,50,0.12,2020,TOC,90019,,,,6.0,,,,TOC Tier 2,deduplicated_matched,3609 W. Olympic Blvd.,34.0530769,-118.3180457
1130 W. Martin Luther King Jr. Blvd.,90037.0,9.0,2020,28.0,29,0.9655172413793104,2020,TOC,90037,,3.0,,,25.0,,,TOC Tier 3,deduplicated_matched,1130 W. Martin Luther King Jr. Blvd.,34.0106785,-118.2953271
825 S. Coronado St.,90057.0,1.0,2020,8.0,77,0.1038961038961039,2020,TOC,90057,,8.0,,,,,,TOC Tier 3,deduplicated_matched,825 S. Coronado St.,34.056759,-118.283884
4810 W. Oakwood Ave.,90004.0,13.0,2020,3.0,30,0.1,2020,TOC,90004,2023-06-26 00:00:00,3.0,,,,,,TOC Tier 2,deduplicated_matched,4810 W. Oakwood Ave.,34.077007,-118.3118705
2424 E. Michigan Ave.,90033.0,14.0,2020,16.0,17,0.9411764705882352,2020,TOC,90033,,2.0,,1.0,13.0,,,TOC Tier 4,deduplicated_matched,2424 E. Michigan Ave.,34.0386836,-118.1779051
2555 S. Mansfield Ave.,90016.0,10.0,2020,7.0,69,0.1014492753623188,2020,TOC,90016,2024-05-01 00:00:00,7.0,,,,,,TOC Tier 2,deduplicated_matched,2555 S. Mansfield Ave.,34.0328187,-118.3520736
4209 S. Western Ave.,90062.0,8.0,2020,24.0,25,0.96,2020,TOC,90062,,3.0,,,21.0,,,TOC Tier 4,deduplicated_matched,4209 S. Western Ave.,34.0069695,-118.3092353
6535 W. Melrose Ave.,90038.0,5.0,2020,3.0,33,0.0909090909090909,2020,TOC,90038,(Temp) 12/08/2022,3.0,,,,,,TOC Tier 1,deduplicated_matched,6535 W. Melrose Ave.,34.0851949,-118.3070164
4433 N. Cartwright Ave.,91602.0,2.0,2020,2.0,14,0.1428571428571428,2020,TOC,91602,,2.0,,,,,,TOC Tier 1,deduplicated_matched,4433 N. Cartwright Ave.,34.1514297,-118.3633437
3617 W. Venice Blvd.,90019.0,10.0,2020,3.0,28,0.1071428571428571,2020,TOC,90019,2023-11-21 00:00:00,3.0,,,,,,TOC Tier 3,deduplicated_matched,3617 W. Venice Blvd.,34.0462894,-118.3445643
11668 W. Darlington Ave.,90049.0,11.0,2020,3.0,17,0.1764705882352941,2020,TOC,90049,2024-09-20 00:00:00,2.0,,1.0,,,,TOC Tier 3,deduplicated_matched,11668 W. Darlington Ave.,34.0528777,-118.4633738
6753 W. Selma Ave.,90028.0,13.0,2020,8.0,51,0.1568627450980392,2020,TOC,90028,,4.0,,4.0,,,,TOC Tier 4,deduplicated_matched,6753 W. Selma Ave.,34.0999304,-118.3376334
5301 W. Sierra Vista Ave.,90029.0,13.0,2020,5.0,45,0.1111111111111111,2020,TOC,90029,,5.0,,,,,,TOC Tier 3,deduplicated_matched,5301 W. Sierra Vista Ave.,34.09003,-118.30673
325 E. Florence Ave.,90003.0,9.0,2020,30.0,31,0.967741935483871,2020,TOC,90003,2023-01-24 00:00:00,4.0,,,26.0,,,TOC Tier 3,deduplicated_matched,325 E. Florence Ave.,33.9749776,-118.2686258
1045 S. Dewey Ave.,90006.0,10.0,2020,7.0,67,0.1044776119402985,2020,TOC,90006,,7.0,,,,,,TOC Tier 3,deduplicated_matched,1045 S. Dewey Ave.,34.0513035,-118.2960428
8867 W. Alcott St.,90035.0,5.0,2020,3.0,17,0.1764705882352941,2020,TOC,90035,,1.0,,2.0,,,,TOC Tier 3,deduplicated_matched,8867 W. Alcott St.,34.0543112,-118.3861507
3657 S. Motor Ave.,90034.0,5.0,2020,7.0,68,0.1029411764705882,2020,TOC,90034,,7.0,,,,,,TOC Tier 3,deduplicated_matched,3657 S. Motor Ave.,34.0233052,-118.4065433
6055 W. Pico Blvd.,90035.0,5.0,2020,13.0,125,0.104,2020,TOC,90035,,13.0,,,,,,TOC Tier 3,deduplicated_matched,6055 W. Pico Blvd.,34.0529248,-118.3724328
640 S. St. Andrews Pl.,90010.0,10.0,2020,23.0,230,0.1,2020,TOC,90010,,,,23.0,,,,TOC Tier 3,deduplicated_matched,640 S. St. Andrews Pl.,34.06218,-118.3114
10739 W. Kling St.,91602.0,2.0,2020,1.0,12,0.0833333333333333,2020,TOC,91602,,1.0,,,,,,TOC Tier 1,deduplicated_matched,10739 W. Kling St.,34.1563379,-118.3490917
1010 S. Kenmore Ave.,90006.0,10.0,2020,13.0,126,0.1031746031746031,2020,TOC,90006,,13.0,,,,,,TOC Tier 3,deduplicated_matched,1010 S. Kenmore Ave.,34.0522834,-118.2966259
3651 N. Regal Pl.,90068.0,4.0,2020,4.0,28,0.1428571428571428,2020,TOC,90068,2024-03-21 00:00:00,2.0,,2.0,,,,TOC Tier 3,deduplicated_matched,3651 N. Regal Pl.,34.1340999,-118.36192
1325 N. New Hampshire Ave.,90027.0,13.0,2020,11.0,92,0.1195652173913043,2020,TOC,90027,2024-04-02 00:00:00,11.0,,,,,,TOC Tier 4,deduplicated_matched,1325 N. New Hampshire Ave.,34.0962685,-118.2931545
1320 W. Jefferson Blvd.,90007.0,8.0,2020,13.0,129,0.1007751937984496,2020,TOC,90007,2024-12-06 00:00:00,13.0,,,,,,TOC Tier 3,deduplicated_matched,1320 W. Jefferson Blvd.,34.0253219,-118.2952099
10652 W. Whipple St.,91602.0,2.0,2020,2.0,14,0.1428571428571428,2020,TOC,91602,,1.0,,1.0,,,,TOC Tier 1,deduplicated_matched,10652 W. Whipple St.,34.1480807,-118.3702229
3557 S. Motor Ave.,90034.0,5.0,2020,11.0,104,0.1057692307692307,2020,TOC,90034,,11.0,,,,,,TOC Tier 3,deduplicated_matched,3557 S. Motor Ave.,34.0251618,-118.4078656
941 N. Martel Ave.,90046.0,5.0,2020,3.0,14,0.2142857142857142,2020,TOC,90046,2024-11-18 00:00:00,1.0,,1.0,1.0,,,TOC Tier 1,deduplicated_matched,941 N. Martel Ave.,34.088319,-118.3514682
2329 S. Superior Ave.,90291.0,11.0,2020,6.0,56,0.1071428571428571,2020,TOC,90291,,6.0,,,,,,TOC Tier 3,deduplicated_matched,2329 S. Superior Ave.,33.9946067,-118.4526088
6515 S. Crenshaw Blvd.,90043.0,8.0,2020,4.0,24,0.1666666666666666,2020,TOC,90043,2023-08-25 00:00:00,1.0,,3.0,,,,TOC Tier 3,deduplicated_matched,6515 S. Crenshaw Blvd.,33.9801566,-118.3308975
5766 W. 3rd St.,90036.0,5.0,2020,5.0,46,0.108695652173913,2020,TOC,90036,2024-02-13 00:00:00,5.0,,,,,,TOC Tier 3,deduplicated_matched,5766 W. 3rd St.,34.0687717,-118.3457807
1073 W. Exposition Blvd.,90007.0,8.0,2020,2.0,15,0.1333333333333333,2020,TOC,90007,2021-07-30 00:00:00,2.0,,,,,,TOC Tier 4,deduplicated_matched,1073 W. Exposition Blvd.,34.0183723,-118.2935548
